region,system,month,tariff_id,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
SPP,50uptime_50flex,1,58ff858f5457a3e552cd3b45,0.41231026232378865,76.26039951581225,86.0,309.29710266930437,285.67508456776096
SPP,50uptime_50flex,7,58ff858f5457a3e552cd3b45,0.27707182941597225,85.58675943299463,98.0,367.9147772229698,323.1132519636174
SPP,50uptime_50flex,1,58ffadd95457a3e254cd3b49,0.08990605123140753,110.86559999999992,113.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,58ffadd95457a3e254cd3b49,0.022112316659513777,121.03956000000001,122.0,366.54786872348734,323.1132519636174
SPP,50uptime_50flex,1,59020abd5457a3a850cd3b42,0.244008673444968,71.88573999999991,78.0,310.73263646227986,285.67508456776096
SPP,50uptime_50flex,7,59020abd5457a3a850cd3b42,0.15245410933796416,101.99446000000007,109.0,369.06504709001393,323.1132519636174
SPP,50uptime_50flex,1,59020c175457a39d50cd3b42,0.2502167819063405,70.73018000000019,77.0,310.73263646227986,285.67508456776096
SPP,50uptime_50flex,7,59020c175457a39d50cd3b42,0.1586040322987794,98.71186000000007,106.0,369.06504709001393,323.1132519636174
SPP,50uptime_50flex,1,5902161d5457a30d57cd3b42,0.07301833849728745,108.26652000000004,110.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5902161d5457a30d57cd3b42,0.02112048104074361,118.08264,119.0,366.54786872348734,323.1132519636174
SPP,50uptime_50flex,1,590218d15457a3eb55cd3b42,0.2767868156645169,73.06439999999986,80.0,310.73263646227986,285.67508456776096
SPP,50uptime_50flex,7,590218d15457a3eb55cd3b42,0.22349507716762912,82.72999999999998,93.0,369.06504709001393,323.1132519636174
SPP,50uptime_50flex,1,59023f625457a37065cd3b42,1.1085934528045525,34.68528,65.0,313.0202938617749,285.67508456776096
SPP,50uptime_50flex,7,59023f625457a37065cd3b42,0.395089831170733,36.3475,59.0,380.448314040323,323.1132519636174
SPP,50uptime_50flex,1,590242f25457a3fd55cd3b42,1.1518039467109404,35.503679999999996,67.0,313.0202938617749,285.67508456776096
SPP,50uptime_50flex,7,590242f25457a3fd55cd3b42,0.4325991652802472,37.196900000000014,62.0,380.448314040323,323.1132519636174
SPP,50uptime_50flex,1,5903766f5457a33207cd3b43,-0.0,72.47304,72.47304,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5903766f5457a33207cd3b43,-0.0,72.47304,72.47304,366.54786872348734,323.1132519636174
SPP,50uptime_50flex,1,590377825457a3ff07cd3b42,0.41469653697998304,130.60871999999983,141.0,310.73263646227986,285.67508456776096
SPP,50uptime_50flex,7,590377825457a3ff07cd3b42,0.22427676588933035,116.69407999999993,127.0,369.06504709001393,323.1132519636174
SPP,50uptime_50flex,1,5903799d5457a3d010cd3b42,0.2747267580740411,131.1160199999995,138.0,310.73263646227986,285.67508456776096
SPP,50uptime_50flex,7,5903799d5457a3d010cd3b42,0.14242751519442165,129.45519999999993,136.0,369.06504709001393,323.1132519636174
SPP,50uptime_50flex,1,59037f065457a3c410cd3b42,0.47897895395899887,75.99796000000022,88.0,310.73263646227986,285.67508456776096
SPP,50uptime_50flex,7,59037f065457a3c410cd3b42,0.39916960687944003,73.65744000000004,92.0,369.06504709001393,323.1132519636174
SPP,50uptime_50flex,1,59039ac35457a33518cd3b46,0.8677312234263093,128.2826691397849,152.0,313.00766199638906,285.67508456776096
SPP,50uptime_50flex,7,59039ac35457a33518cd3b46,1.1586028053397501,97.11335774193543,167.0,383.4330111808281,323.1132519636174
SPP,50uptime_50flex,1,5903a1d05457a3f318cd3b46,0.8694082886326596,117.85788973118282,143.0,314.59373025914806,285.67508456776096
SPP,50uptime_50flex,7,5903a1d05457a3f318cd3b46,1.2716035705829638,94.23476620967747,173.0,385.0549101971632,323.1132519636174
SPP,50uptime_50flex,1,5903a32a5457a3f318cd3b47,0.6997890276828915,70.91501000000004,90.0,312.9475756158064,285.67508456776096
SPP,50uptime_50flex,7,5903a32a5457a3f318cd3b47,0.7409328108867516,74.86535072580575,113.0,374.58168298254503,323.1132519636174
SPP,50uptime_50flex,1,59c15a9b5457a30453bbb27d,0.005860068331761981,57.86088,58.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,59c15a9b5457a30453bbb27d,,,,,
SPP,50uptime_50flex,1,59c15c425457a33652bbb27d,0.5403624444875571,97.45984000000033,111.0,310.73263646227986,285.67508456776096
SPP,50uptime_50flex,7,59c15c425457a33652bbb27d,0.2599663400426776,101.05408000000008,113.0,369.06504709001393,323.1132519636174
SPP,50uptime_50flex,1,59c15fad5457a30353bbb27e,0.4680030435289865,49.97232000000005,62.0,311.37508836394346,285.67508456776096
SPP,50uptime_50flex,7,59c15fad5457a30353bbb27e,0.46043024716280323,47.75024000000011,69.0,369.2652155375524,323.1132519636174
SPP,50uptime_50flex,1,59c161b35457a33652bbb27f,0.3261758271795923,37.61727999999975,46.0,311.37508836394346,285.67508456776096
SPP,50uptime_50flex,7,59c161b35457a33652bbb27f,0.36587364621619745,35.56405999999978,53.0,370.76888438388323,323.1132519636174
SPP,50uptime_50flex,1,59c164905457a3f85ebbb27b,0.16753232163393483,52.58467999999997,56.0,306.0611209159429,285.67508456776096
SPP,50uptime_50flex,7,59c164905457a3f85ebbb27b,0.30724520478618284,48.540110000000006,61.0,363.6668222157507,323.1132519636174
SPP,50uptime_50flex,1,59c166015457a3ff5ebbb27b,0.5594302673426449,54.62264000000033,69.0,311.37508836394346,285.67508456776096
SPP,50uptime_50flex,7,59c166015457a3ff5ebbb27b,0.5163521115375616,52.59648000000005,76.0,368.4379818754345,323.1132519636174
SPP,50uptime_50flex,1,5a99c2675457a32e1ea199a1,0.030328802184890077,66.27998400000001,67.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5a99c2675457a32e1ea199a1,,,,,
SPP,50uptime_50flex,1,5a99c3495457a3cd0aa199a3,0.0038483024927400723,78.90863999999996,79.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5a99c3495457a3cd0aa199a3,0.0021033914143663525,78.90863999999996,79.0,366.54786872348734,323.1132519636174
SPP,50uptime_50flex,1,5a99c3a35457a3a22ea199a0,0.0007106891381111752,65.98312799999991,66.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5a99c3a35457a3a22ea199a0,0.018936969200350498,75.17747999999995,76.0,366.54786872348734,323.1132519636174
SPP,50uptime_50flex,1,5a99c4065457a3cb34a199a1,0.023307166542055353,77.44667999999997,78.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5a99c4065457a3cb34a199a1,0.012739147738581159,77.44667999999997,78.0,366.54786872348734,323.1132519636174
SPP,50uptime_50flex,1,5a99c5785457a3dc18a199a0,0.036770075396194854,162.12706599999996,163.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5a99c5785457a3dc18a199a0,0.020097656314665296,162.12706599999996,163.0,366.54786872348734,323.1132519636174
SPP,50uptime_50flex,1,5a9ede405457a3d1454e0deb,0.0027413258124718573,51.93492,52.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5a9ede405457a3d1454e0deb,,,,,
SPP,50uptime_50flex,1,5a9eded85457a3e2454e0dec,0.0027413258124718573,51.93492,52.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5a9eded85457a3e2454e0dec,,,,,
SPP,50uptime_50flex,1,5a9ee0975457a3ef6a4e0dec,0.08465296668817385,128.99031000000002,131.0,309.4154220630351,285.67508456776096
SPP,50uptime_50flex,7,5a9ee0975457a3ef6a4e0dec,0.02324758625936496,119.99024999999999,121.0,366.54786872348734,323.1132519636174
SPP,50uptime_50flex,1,5abe54f35457a38832d0f923,0.5786536552034757,110.50035599999933,125.0,310.73263646227986,285.67508456776096
SPP,50uptime_50flex,7,5abe54f35457a38832d0f923,0.315540316911713,110.50035599999933,125.0,369.06504709001393,323.1132519636174
