month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,5.9223881155920175,79.0563480000003,119.0,190.9629346097658,184.21841683059236
7,14.931044451134879,85.04807600000056,196.0,234.84440993536745,227.41345463858272
1,5.9223881155920175,79.0563480000003,119.0,190.9629346097658,184.21841683059236
7,14.931044451134879,85.04807600000056,196.0,234.84440993536745,227.41345463858272
1,5.9223881155920175,79.0563480000003,119.0,190.9629346097658,184.21841683059236
7,14.931044451134879,85.04807600000056,196.0,234.84440993536745,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
1,2.4583808360092863,41.99873999999998,54.0,189.10019096404923,184.21841683059236
7,2.5304434069934305,49.33911999999995,61.0,232.02169046889935,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
1,3.750418487618782,60.691304,79.0,189.10019096404923,184.21841683059236
7,4.009857273001539,49.521632000000004,68.0,232.02169046889935,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
1,2.3527593990382503,44.51435999999994,56.0,189.10019096404923,184.21841683059236
7,2.572952082067343,51.143229999999974,63.0,232.02169046889935,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
1,7.751932237639982,41.66058079999922,90.0,190.4542065202605,184.21841683059236
7,18.695255283040545,61.2001599999995,169.0,233.17961499215858,227.41345463858272
