month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,0.3879498179173403,155.87568,176.0,222.22894470225665,170.35543151399074
7,2.9511752689256308,155.83104,315.0,206.30881258546643,152.37472007444
1,0.3879498179173403,155.87568,176.0,222.22894470225665,170.35543151399074
7,2.9511752689256308,155.83104,315.0,206.30881258546643,152.37472007444
1,0.3879498179173403,155.87568,176.0,222.22894470225665,170.35543151399074
7,2.9511752689256308,155.83104,315.0,206.30881258546643,152.37472007444
1,0.3879498179173403,155.87568,176.0,222.22894470225665,170.35543151399074
7,2.9511752689256308,155.83104,315.0,206.30881258546643,152.37472007444
1,0.507202668695551,120.93463999999422,158.0,243.4334381622213,170.35543151399074
7,2.366160115537076,130.53224000002362,236.0,196.94810261257626,152.37472007444
1,0.507202668695551,120.93463999999422,158.0,243.4334381622213,170.35543151399074
7,2.366160115537076,130.53224000002362,236.0,196.94810261257626,152.37472007444
1,0.3879498179173403,155.87568,176.0,222.22894470225665,170.35543151399074
7,2.9511752689256308,155.83104,315.0,206.30881258546643,152.37472007444
1,0.507202668695551,120.93463999999422,158.0,243.4334381622213,170.35543151399074
7,2.366160115537076,130.53224000002362,236.0,196.94810261257626,152.37472007444
1,0.3879498179173403,155.87568,176.0,222.22894470225665,170.35543151399074
7,2.9511752689256308,155.83104,315.0,206.30881258546643,152.37472007444
1,2.4153935484399844,173.63799999999281,316.0,229.2948950510196,170.35543151399074
7,3.4797002179975114,179.73879999990268,374.0,208.20171314716316,152.37472007444
1,0.507202668695551,120.93463999999422,158.0,243.4334381622213,170.35543151399074
7,2.366160115537076,130.53224000002362,236.0,196.94810261257626,152.37472007444
