region,system,month,tariff_id,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
ISONE,100uptime_75flex,1,539fba79ec4f024bc1dc2df9,0.21706171168947316,184.644,186.0,174.8747309151875,168.6276595764649
ISONE,100uptime_75flex,7,539fba79ec4f024bc1dc2df9,0.2598899656817942,184.644,186.0,223.777042575567,218.55944983841084
ISONE,100uptime_75flex,1,5903b55a5457a32d2ccd3b42,1.8198421528331448e-14,118.28855999999993,118.28856000000005,174.8747309151875,168.6276595764649
ISONE,100uptime_75flex,7,5903b55a5457a32d2ccd3b42,2.1789135954234965e-14,118.28855999999993,118.28856000000005,223.777042575567,218.55944983841084
ISONE,100uptime_75flex,1,5903b68e5457a3eb30cd3b42,-0.0,50.01167999999998,50.01167999999998,174.8747309151875,168.6276595764649
ISONE,100uptime_75flex,7,5903b68e5457a3eb30cd3b42,-0.0,50.01167999999998,50.01167999999998,223.777042575567,218.55944983841084
ISONE,100uptime_75flex,1,5908bba45457a316275789ff,2.855320579218412,92.54525999999996,110.0,174.7407174581213,168.6276595764649
ISONE,100uptime_75flex,7,5908bba45457a316275789ff,3.367638018204508,92.54525999999996,110.0,223.74253064221702,218.55944983841084
ISONE,100uptime_75flex,1,5908bcd35457a3d2545789ff,1.7676816073914243,80.19405999999998,91.0,174.7407174581213,168.6276595764649
ISONE,100uptime_75flex,7,5908bcd35457a3d2545789ff,2.0848488356994603,80.19405999999998,91.0,223.74253064221702,218.55944983841084
ISONE,100uptime_75flex,1,59ca909d5457a39a10c8c1b6,-6.824408073124293e-15,113.40048000000009,113.40048000000004,174.8747309151875,168.6276595764649
ISONE,100uptime_75flex,7,59ca909d5457a39a10c8c1b6,-8.170925982838112e-15,113.40048000000009,113.40048000000004,223.777042575567,218.55944983841084
ISONE,100uptime_75flex,1,5cdc8b985457a3e86a40c5d9,0.04480179341274717,129.72011999999984,130.0,174.8747309151875,168.6276595764649
ISONE,100uptime_75flex,7,5cdc8b985457a3e86a40c5d9,,,,,
ISONE,100uptime_75flex,1,5cdc8d615457a3b62b40c5d9,0.14284453469262523,120.10764000000009,121.0,174.8747309151875,168.6276595764649
ISONE,100uptime_75flex,7,5cdc8d615457a3b62b40c5d9,0.05364159557156946,129.7201199999999,130.0,223.777042575567,218.55944983841084
ISONE,100uptime_75flex,1,5cdc8e3d5457a3616340c5de,2.8775202708302445,81.4095519999999,99.0,174.7407174581213,168.6276595764649
ISONE,100uptime_75flex,7,5cdc8e3d5457a3616340c5de,3.3938209014886285,81.4095519999999,99.0,223.74253064221702,218.55944983841084
