month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,0.568716985603799,26.022080662240025,29.0,269.98284114427094,264.74663507437276
7,2.291654647148851,22.46298846616016,60.0,307.21001983361265,290.8301470820073
1,8.731354639664811,19.44482400000027,65.0,269.9640586922084,264.74663507437276
7,3.1169169426652146,19.778752000000008,64.0,305.0176435030759,290.8301470820073
1,1.3520079745521665,18.177333830640002,25.0,269.7929560164514,264.74663507437276
7,0.42543256569254606,25.19839333056,32.0,306.81765535870346,290.8301470820073
1,1.3969714986946664,38.85235830638293,46.0,269.8631615649462,264.74663507437276
7,0.49522401576368535,38.85235830638293,46.0,305.2632954373883,290.8301470820073
1,9.393027031687296,24.99792000000002,71.0,269.6441063316024,264.74663507437276
7,3.4862472248424687,20.546447999999987,72.0,305.58915545022836,290.8301470820073
1,8.731354639664811,19.44482400000027,65.0,269.9640586922084,264.74663507437276
7,3.1169169426652146,19.778752000000008,64.0,305.0176435030759,290.8301470820073
1,0.568716985603799,26.022080662240025,29.0,269.98284114427094,264.74663507437276
7,2.291654647148851,22.46298846616016,60.0,307.21001983361265,290.8301470820073
1,2.312528263443943,38.962712000000025,52.0,270.3843123226754,264.74663507437276
7,0.7950761759109156,44.23692799999988,58.0,308.14052866435196,290.8301470820073
1,1.4541062524698058,43.385999999999655,51.0,269.98284114427094,264.74663507437276
7,0.6049216602801021,43.385999999999655,51.0,303.4169008617042,290.8301470820073
1,0.568716985603799,26.022080662240025,29.0,269.98284114427094,264.74663507437276
7,2.291654647148851,22.46298846616016,60.0,307.21001983361265,290.8301470820073
1,1.901483341434662,34.335919999999994,45.0,270.35493031872613,264.74663507437276
7,0.7150957090049831,39.61013600000005,52.0,308.1563089325501,290.8301470820073
1,1.591650549338608,32.665789716479914,41.0,269.98284114427094,264.74663507437276
7,0.6801859636507765,40.43866674431992,49.0,303.4169008617042,290.8301470820073
1,1.4541062524698058,43.385999999999655,51.0,269.98284114427094,264.74663507437276
7,0.6049216602801021,43.385999999999655,51.0,303.4169008617042,290.8301470820073
1,1.7544191080001659,22.8135,32.0,269.98284114427094,264.74663507437276
7,0.8160563217187794,25.7285,36.0,303.4169008617042,290.8301470820073
1,0.9665394987850354,34.939000000000064,40.0,269.98284114427094,264.74663507437276
7,0.40208937781421317,34.939000000000064,40.0,303.4169008617042,290.8301470820073
1,4.0125890787025,56.68888000000017,78.0,270.057699711663,264.74663507437276
7,1.3981116382074465,56.68888000000017,79.0,306.78818603705406,290.8301470820073
1,0.04500337404407561,17.7802115472,18.0,269.63045672149434,264.74663507437276
7,0.030279921827075448,25.63597071072,26.0,302.8522814539559,290.8301470820073
1,2.285513819674681,35.13127199999991,48.0,270.37719738660445,264.74663507437276
7,0.7232825596619004,40.405488000000005,53.0,308.2431371016401,290.8301470820073
1,4.4533203651317175,24.307386802079915,46.0,269.6177450271249,264.74663507437276
7,1.421344685551507,29.567087250480014,53.0,307.3165862782914,290.8301470820073
1,1.591650549338608,32.665789716479914,41.0,269.98284114427094,264.74663507437276
7,0.6801859636507765,40.43866674431992,49.0,303.4169008617042,290.8301470820073
1,1.591650549338608,32.665789716479914,41.0,269.98284114427094,264.74663507437276
7,0.6801859636507765,40.43866674431992,49.0,303.4169008617042,290.8301470820073
1,1.6454120919869657,34.38428319999988,43.0,269.98284114427094,264.74663507437276
7,0.6823110949409377,40.41191823999988,49.0,303.4169008617042,290.8301470820073
1,0.568716985603799,26.022080662240025,29.0,269.98284114427094,264.74663507437276
7,2.291654647148851,22.46298846616016,60.0,307.21001983361265,290.8301470820073
1,1.6454120919869657,34.38428319999988,43.0,269.98284114427094,264.74663507437276
7,0.6823110949409377,40.41191823999988,49.0,303.4169008617042,290.8301470820073
1,1.198002407168328,87.55044000000005,93.0,269.2955073933365,264.74663507437276
7,2.914100150583282,82.76651999999993,124.0,304.979791171146,290.8301470820073
1,1.6454120919869657,34.38428319999988,43.0,269.98284114427094,264.74663507437276
7,0.6823110949409377,40.41191823999988,49.0,303.4169008617042,290.8301470820073
