month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,59.49105734283747,425.4379531666666,455.65130723882567,15.038260281197672,14.53039649751782
2,57.89115945958916,91.95688207154743,126.64570891831164,14.69635064807385,14.097142986806206
3,45.064266796076076,-5.164620854063024,12.271295668224823,15.686937199800905,15.300024967309787
4,77.52512554425525,115.70447658697442,145.44745760395097,14.53445076744072,14.150794758722018
5,36.98783778913796,184.48583647106767,226.8566987114152,16.335778024574786,15.190243048672194
6,12.63790870167173,389.4120479184735,407.69967632829935,16.70971699603412,15.26267154609922
7,56.52786523744639,100.8553922184007,213.22611210309037,16.523512657970187,14.535630772684131
8,66.82203647168197,412.753725106383,548.0242034782674,17.82189437688527,15.797555029475685
9,12.65751846950211,404.9603093882752,421.5060588231625,17.02165155610544,15.714464104775342
10,51.736668152729465,181.0020816748067,221.47936357252505,14.64284614906947,13.860474905895083
11,44.56207453665115,244.89437726688763,294.9348411275722,16.563781754006264,15.440843382411673
12,16.679998284188148,787.8566152209493,794.6823784812555,15.59523958756136,15.186021134584857
