month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,62.585293786920104,1131.8511544453308,1135.6606329732585,8.857559383766628,8.796690804719214
2,49.73003053681635,1598.1708548427637,1604.5436243602987,9.240707523197187,9.112560225649947
3,313.566925285611,798.2953852681812,808.7771929688621,9.00513858965126,8.97171094240988
4,102.53502226188294,655.2883814708299,660.891317134666,9.703011796460485,9.64836769033082
5,39.53814048775939,573.367617896921,576.0834059475303,9.215915362323823,9.147227568165455
6,42.90636602878158,771.756766937533,773.6668758982776,9.596801486362528,9.552283418101991
7,271.58435104391367,940.4335698969127,950.7819888829378,9.329184783328135,9.291080907937655
8,55.48335397673748,623.5812293267724,626.4455871556579,9.553994942203989,9.50236941727172
9,95.25551149862255,683.9168028653002,687.4201298288862,9.835299974744874,9.798521777285071
10,92.27753281777105,598.9562097490184,606.2199914549817,9.042155386751105,8.963438709339146
11,28.075560999050147,906.5476030108815,908.9100047018198,8.83807494210164,8.753930535859405
12,74.24618327774175,875.8046576503755,879.8920940574889,8.67885351993542,8.623801051455509
