month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,54.48132877261736,395.2753548387097,439.3006451612831,10.414534645434378,9.606454321962394
2,1.2195267157942882,363.6851428571428,367.3257142857132,13.402456686860504,10.41722367045708
3,47.0511146357652,393.6618666666666,467.420387096756,12.018778416483809,10.45115306837969
4,21.27112354630611,320.97279999999995,350.9285333333333,10.996078240049213,9.587796582739948
5,404.4844799192197,373.99277419354837,498.1579354838513,12.106482938993121,11.799511563304602
6,0.6601547016440446,398.11146666666656,400.72906666666654,14.61348855179266,10.64835736832978
7,92.6539209091631,432.6652903225805,732.0789677418824,14.433449435295985,11.201922117781764
8,25547.24597166205,496.57909677419354,21713.061677419355,12.016360012171901,11.185879797251404
9,139.50142135774368,419.5237333333332,533.8986666666462,13.19006422003572,12.370180588563676
10,59.60960020000972,447.6283870967741,559.538580645142,13.249621540291342,11.372236143026864
11,815.2849921104703,462.65546666666665,2503.090133333334,12.85883489818477,10.35610925223379
12,-0.0,304.6018064516129,304.6018064516129,8.94972958389079,8.94972958389079
