month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,53.99292872006919,928.7702037351442,997.0179244482061,8.335788803892079,7.071776612092507
2,8.032783720876747,1378.344711115942,1412.5690707123206,9.13357496458435,4.872989754614897
3,141.27868963276015,632.2834757014315,693.0621737242067,8.497705302393664,8.067501024820192
4,1193.038569696003,522.8571635168447,937.9080230073951,8.983460493225191,8.635566587610787
5,-0.0,467.17562224230767,467.17562224230767,7.170913273536968,7.170913273536968
6,-0.0,616.5267620843446,616.5267620843446,8.691791838071229,8.691791838071229
7,138.83224187334596,661.2395151967183,838.3763543858713,8.593763728901354,7.317858107767402
8,2.625179159862845,517.9299091659786,521.0103300391567,9.52449169967423,8.351078130793407
9,29.195532224475382,471.18728747446653,490.83874161741056,8.982766260008908,8.309668277074575
10,24.91925598982381,421.96322898453406,469.999622811241,9.716731423270113,7.789049730159739
11,125.94977559023766,730.4477171052631,1006.8203157894735,7.8558422012311775,5.661534223074413
12,47.16900604016583,699.9730645161289,791.5820189903623,8.379838362622948,6.43769538160411
