month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,6.318473472970236,603.6977798302207,611.2414500509338,15.166294479729531,13.97238740869419
2,8.588796371593803,448.79247879699255,455.11169323308263,14.151442980771105,13.415692116877999
3,8.092697889885924,474.4891586901763,500.67436093279446,16.740180935036616,13.504522997722919
4,97.51308235811675,366.01445574398525,370.17506130706386,11.742748111165469,11.700080968589994
5,12.965629218633337,343.44100105630946,356.3709043633704,11.93439890287613,10.937154345024462
6,16.869109812433088,363.66165333333333,389.50339666666673,14.399711121246359,12.867813857432468
7,457.59811649036453,443.73132580645165,1024.921506451613,16.10360502921161,14.833516374724288
8,605.6295667826907,447.11932580645157,720.5280387096773,14.833649563066865,14.382204122086549
9,6.395932779282749,425.9459684123025,441.4426932668308,12.700622908164751,10.277719896931597
10,5.70355778282547,460.54464162175196,474.6542289437697,16.722218557855932,14.248396462554492
11,40025.49856059865,523.1028295926849,784.7551521197007,13.04935785956982,13.042820728698711
12,4.3118496887877695,471.9468797605366,479.78088462463575,14.853223666218252,13.036368862269116
