month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,251.76451895514745,777.4761935483873,845.5395913978496,8.464221357881415,8.193875895326611
2,203.55283483693782,882.3411062925171,1079.181789115646,9.61294760569417,8.645922602356409
3,122.61622663330141,560.3081096774195,622.2464663082437,9.358412811108051,8.853272854470044
4,106.56910312570791,498.90610000000004,532.9672666666683,9.349735243462874,9.030119476772983
5,106.44280568854433,399.09351612903225,446.2632580645194,8.550790282953075,8.10764393251696
6,247.32467535743913,504.5041555555555,530.9632888888889,8.94271299925144,8.835731636304748
7,298.1857789826796,650.0249569892472,772.5299247311829,10.201576068812184,9.790741705154641
8,38.94535161861164,492.20098924731184,496.14616300021544,9.681783395816833,9.58048315844615
9,209.9687625583112,537.6291777777777,641.630922222212,10.171583637162048,9.676263566321206
10,93.01464839108927,468.6598817204302,520.2950752688033,9.62380400462876,9.068674317946277
11,161.10624972376277,636.1111605734767,789.9724494623655,9.292121248904598,8.337091338260901
12,208.27647746236187,638.8234516129032,708.2338387096773,8.612249225474734,8.278988427809512
