month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,184.50251288224334,395.2753548387097,830.5837419354839,12.491019355594442,10.131656448003152
2,518.9888083404727,363.6851428571428,845.4674285714284,10.902147378060368,9.973837802243208
3,20.876552188475912,393.6618666666666,486.50632258063206,14.402730014855395,9.955422103712332
4,13.027567181391275,320.97279999999995,350.92853333332863,13.148211961908357,10.848800814304212
5,25.419950408752275,373.99277419354837,559.5870967741937,17.10760886376584,9.806480445256245
6,30.822629542622717,398.11146666666656,497.9807999999849,12.219973180099423,8.979842973590308
7,88.89845519545969,432.6652903225805,611.8627096773956,9.221566899240374,7.205812878860246
8,46.114508583274855,496.57909677419354,661.2578064515938,10.07340833235125,6.502325949051561
9,8.274129884801596,419.5237333333332,461.4442666666607,12.480528580278056,7.414070374492782
10,6.401722279261166,447.6283870967741,482.3679999999961,12.202627920315754,6.776023746662951
11,904.07729279893,462.65546666666665,923.4405333333336,9.415890038204745,8.906215631717496
12,464.53182023978593,304.6018064516129,796.9615483870966,10.271109932415172,9.211204634569235
