month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,-0.0,660.9553481290322,660.9553481290322,8.583841607971584,8.583841607971584
2,-0.0,531.2096224285715,531.2096224285715,8.280531487349869,8.280531487349869
3,145.29284970758368,502.5878174,571.7909958064517,8.898518682477006,8.422217356618221
4,1.8837977911801607,443.0131477333334,446.0873220666665,12.899183942321196,11.267281447855911
5,-0.0,377.10677709677424,377.10677709677424,8.25797057066632,8.25797057066632
6,4.00806500653943,325.5269255333334,330.2320133999999,9.646436505085994,8.472531436453322
7,317.36648701680485,397.11588541935487,421.71656909677415,10.359290569637158,10.281775515243744
8,-0.0,367.8403486451613,367.8403486451613,8.277493921621293,8.277493921621293
9,12.163150944869937,374.95109579999996,390.90494,10.652869769576778,9.341215893810531
10,13535.808029698725,447.10404922580636,1124.5956365161292,11.124022280574437,11.07397048828795
11,0.017871504762369185,562.7201616666665,562.7578322000002,11.76006808692221,9.652213507476928
12,5.659636584990933,506.84866935483865,508.5678150967743,10.31170632125984,10.007950831040132
