month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,31.33012518864726,897.456559139785,898.7954344788982,9.16678483084823,9.124050401357437
2,33.18366220467845,1023.7348711734695,1027.3165817821214,9.921554993638265,9.81361903844673
3,52.00144882922352,636.086079749104,638.9079620194083,9.77904944602144,9.724784001234372
4,61.67217931122347,579.0032666666666,581.0288656848969,9.853633488363155,9.82078888283549
5,45.19879185749818,476.6465591397849,479.00229549678306,9.055667615551979,9.003548171465125
6,39.06025959227041,611.841061111111,612.813839871245,9.776963448646724,9.752058893999987
7,90.3822448092082,877.5945591397848,886.1118244500759,10.895802059613338,10.80156602437823
8,123.902361974472,601.4604569892473,602.9328559182009,10.43864318674238,10.426759654689672
9,31.997697526139703,667.5838222222221,669.8850969067579,10.679448704917721,10.607528706215351
10,11.83576548100955,589.8941021505376,590.8895679805643,10.291551764454027,10.207445188224021
11,40.259373390438704,732.6174928315413,735.5405662557765,9.367099073086042,9.294493049308839
12,86.70949540419687,740.398876344086,742.7854606906202,9.042427319763926,9.0149034197768
