month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,50.98365444214495,425.29040860215053,448.3062365591398,10.766623769707047,10.315188349884984
2,45.49079977192274,376.89419047619043,401.79542857142854,11.172669094914808,10.625278462849039
3,22.15895616949029,426.89624659498213,442.9031283154121,12.52537219469276,11.803005970561697
4,34.25745272469487,352.2918222222222,363.0655111111006,11.306756345717597,10.992264528918342
5,9.454477118277197,407.50666666666666,413.03458064516127,13.12840297572677,12.543715550415497
6,79.17217905598584,409.865511111111,445.41128888887243,12.659575265171359,12.21060723865154
7,154.15651388265786,444.13152688172045,569.3452903225711,14.227920411933516,13.415669545942885
8,416.0768767925482,518.975311827957,937.1255913977984,13.50955146111745,12.504568250724919
9,37.16318184113663,448.76782222222215,472.8472888888861,13.675798088877935,13.027859319857406
10,45.381315973760714,475.7810752688172,500.51199999999653,13.108330540357823,12.563372251980608
11,41.086848855470144,492.40621609195404,519.1890605363984,13.015128852214609,12.363269564397502
12,33.07402770166073,333.2046451612903,348.24068817203096,10.403099804325844,9.94848197502393
