month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,199.3392193123487,425.4379531666666,573.7417150833354,15.662439670647949,14.91846284343415
2,288.96054813685845,91.95688207154743,369.8628870632279,15.230412960829646,14.268669207594336
3,287.10709558728905,-5.164620854063024,284.3765489220564,15.399521615772814,14.391043694623633
4,625.2438901175955,115.70447658697442,486.5954333060815,14.880172256227711,14.286978214144531
5,213.00242807659475,184.48583647106767,295.24387815810917,14.470358856470682,13.950373987954586
6,244.40204167665252,389.4120479184735,479.94820550738683,14.956420562913523,14.585981124176454
7,332.9525976294288,100.8553922184007,527.8223318142847,15.29968865890057,14.01732312306665
8,461.26989525575607,412.753725106383,1198.0750284255319,16.337440287397257,14.634920121256737
9,49.51949251213035,404.9603093882752,480.9939465165675,15.733602486461315,14.198174056647094
10,272.3330709976427,181.0020816748067,474.60829676339955,15.814751854881406,14.736637429447546
11,498.76664990297326,244.89437726688763,522.5079892429486,15.1537289231522,14.597128743404015
12,176.03356254414138,787.8566152209493,1012.5450647708683,15.225230272798962,13.948834768769771
