continuous_flex_pct,system_uptime_pct,max_mef_savings,max_aef_savings,max_dam_savings,max_tariff_savings
0.0,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.45028739848
10.0,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.45028739848
20.0,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.45028739848
30.000000000000004,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.45028739848
40.0,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.450282815385
50.0,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.450283088496
60.00000000000001,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.450284221854
70.0,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.45028739848
80.0,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.45028739848
90.0,0.0,22.328369925291447,5.051769598133176,23.788592002103805,-19203.45028739848
100.0,0.0,22.328369925291447,5.051769598133137,23.788592002103776,-19203.45028739848
0.0,8.333333333333332,18.946039739829057,4.748139837371717,22.92218261464648,-293.7940933796681
10.0,8.333333333333332,19.28427275837529,4.778502813447861,23.008823553392208,-293.7940934601051
20.0,8.333333333333332,19.62250577692153,4.808865789524004,23.095464492137943,-293.7940934601051
30.000000000000004,8.333333333333332,19.96073879546778,4.839228765600147,23.182105430883677,-293.7940934601051
40.0,8.333333333333332,20.298971814014006,4.869591741676291,23.26874636962941,-293.7940934601051
50.0,8.333333333333332,20.63720483256025,4.899954717752446,23.35538730837514,-293.7940934601051
60.00000000000001,8.333333333333332,20.97543785110649,4.930317693828591,23.442028247120863,-293.7940934601051
70.0,8.333333333333332,21.313670869652736,4.960680669904746,23.5286691858666,-293.7940934601051
80.0,8.333333333333332,21.651903888198973,4.991043645980877,23.615310124612325,-293.7940934601051
90.0,8.333333333333332,21.99013690674521,5.021406622057019,23.701951063358063,-293.7940934601051
100.0,8.333333333333332,22.328369925291447,5.051769598133176,23.788592002103805,-293.7940934601051
0.0,16.666666666666664,13.258235224429704,4.256921209620269,20.57740294302203,-133.54276972020511
10.0,16.666666666666664,13.875774775198392,4.35610864821268,21.045678172043488,-133.54276975459337
20.0,16.666666666666664,14.49331432596708,4.455296086805092,21.513953401064946,-133.54276975459337
30.000000000000004,16.666666666666664,15.106790618466736,4.550311394079417,21.96274552493149,-133.54276975459337
40.0,16.666666666666664,15.655254778661355,4.5785726002640255,22.099807966319343,-133.54276975459337
50.0,16.666666666666664,16.203718938855975,4.606833806448647,22.2368704077072,-133.54276975459337
60.00000000000001,16.666666666666664,16.752183099050598,4.635095012633256,22.37393284909506,-133.54276975459337
70.0,16.666666666666664,17.3006472592452,4.6633562188178646,22.5109952904829,-133.54276975459337
80.0,16.666666666666664,17.849111419439836,4.691617425002487,22.64805773187077,-133.54276975459337
90.0,16.666666666666664,18.39757557963444,4.719878631187096,22.78512017325861,-133.54276975459337
100.0,16.666666666666664,18.946039739829057,4.748139837371717,22.92218261464648,-133.54276975459337
0.0,25.0,11.016172961209724,3.678367013383377,18.15220536161113,-80.12566183329912
10.0,25.0,11.496047973104416,3.8653008085313143,18.658169983461097,-80.12566185275624
20.0,25.0,11.954947945498668,4.004752633078894,19.15018453493256,-80.12566185275624
30.000000000000004,25.0,12.385007238579744,4.078916748050935,19.62301773963352,-80.12566185275624
40.0,25.0,12.815066531660833,4.153080863023,20.09585094433449,-80.12566185275624
