continuous_flex_pct,system_uptime_pct,max_mef_savings,max_aef_savings,max_dam_savings,max_tariff_savings
0.0,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.158292359272
10.0,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.158290285974
20.0,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.158290285974
30.000000000000004,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.158290285974
40.0,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.158287656333
50.0,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.1582882612
60.00000000000001,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.158292359272
70.0,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.158292359272
80.0,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.158292359272
90.0,0.0,18.068508773790818,12.73714922207226,89.27883474808782,-20423.158292359272
100.0,0.0,18.068508773790818,12.737149222072238,89.27883474808782,-20423.158292359272
0.0,8.333333333333332,17.171483236336304,12.606941154379427,87.96554668465856,-302.3616974314596
10.0,8.333333333333332,17.261185790081754,12.619961961148704,88.09687549100148,-302.3616975198418
20.0,8.333333333333332,17.350888343827208,12.632982767918,88.2282042973444,-302.3616975198418
30.000000000000004,8.333333333333332,17.44059089757266,12.646003574687278,88.35953310368734,-302.3616975198418
40.0,8.333333333333332,17.53029345131811,12.659024381456552,88.49086191003028,-302.3616975198418
50.0,8.333333333333332,17.61999600506356,12.672045188225848,88.6221907163732,-302.3616975198418
60.00000000000001,8.333333333333332,17.709698558809,12.685065994995137,88.75351952271612,-302.3616975198418
70.0,8.333333333333332,17.79940111255445,12.698086801764411,88.88484832905904,-302.3616975198418
80.0,8.333333333333332,17.889103666299917,12.711107608533688,89.01617713540197,-302.3616975198418
90.0,8.333333333333332,17.978806220045364,12.724128415302976,89.14750594174488,-302.3616975198418
100.0,8.333333333333332,18.068508773790818,12.73714922207226,89.27883474808782,-302.3616975198418
0.0,16.666666666666664,14.431250321697243,12.091574750676877,84.11663356126084,-137.43713519830106
10.0,16.666666666666664,14.72929027431258,12.157008838923067,85.1148123253979,-137.43713521216335
20.0,16.666666666666664,15.027330226927914,12.222442927169263,86.11299108953497,-137.43713521216335
30.000000000000004,16.666666666666664,15.323368791113994,12.28671889475914,87.06006256602224,-137.43713521216335
40.0,16.666666666666664,15.587385140431453,12.332464931847753,87.18941744011315,-137.43713521216335
50.0,16.666666666666664,15.851401489748936,12.378210968936369,87.31877231420405,-137.43713521216335
60.00000000000001,16.666666666666664,16.115417839066406,12.423957006024985,87.44812718829496,-137.43713521216335
70.0,16.666666666666664,16.37943418838388,12.469703043113586,87.57748206238587,-137.43713521216335
80.0,16.666666666666664,16.643450537701362,12.51544908020221,87.70683693647676,-137.43713521216335
90.0,16.666666666666664,16.90746688701882,12.561195117290811,87.83619181056767,-137.43713521216335
100.0,16.666666666666664,17.171483236336304,12.606941154379427,87.96554668465856,-137.43713521216335
0.0,25.0,12.076234252110698,11.56215391494591,77.8672002952224,-82.46228112055104
10.0,25.0,12.83349523727558,11.741829908005675,79.32105410297721,-82.46228114177615
20.0,25.0,13.399917708275431,11.872311350456416,80.63892980770062,-82.46228114177615
30.000000000000004,25.0,13.703937222298306,11.935150285819672,81.76983562075583,-82.46228114177615
40.0,25.0,14.007956736321214,11.997989221182952,82.90074143381102,-82.46228114177615
50.0,25.0,14.261056626588651,12.052661349646424,83.75136222139648,-82.46228114177615
60.00000000000001,25.0,14.493788667353927,12.104066755349963,84.48986899879405,-82.46228114177615
70.0,25.0,14.726520708119212,12.155472161053526,85.22837577619164,-82.46228114177615
80.0,25.0,14.959252748884488,12.206877566757075,85.96688255358922,-82.46228114177615
90.0,25.0,15.191984789649789,12.25828297246066,86.7053893309868,-82.46228114177615
100.0,25.0,15.424716830415049,12.3096883781642,87.44389610838438,-82.46228114177615
0.0,33.33333333333333,9.90555015832315,10.773876622069707,71.71370395322276,-54.97485408132803
