label,utility,type,assessed,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
5b44fcc55457a32c5ea907ee,electric,customer,,,,,,,,,,,130.0,130.0,$/month,https://irea.coop/wp-content/uploads/2017/04/ProposedRRAmendmentsMay2017.pdf	https://irea.coop/
5b44fcc55457a32c5ea907ee,electric,energy,,period1,0,0,1,12,0,16,0,4,0.09282,0.09282,$/kWh,
5b44fcc55457a32c5ea907ee,electric,energy,,period0,0,0,1,12,16,20,0,4,0.24645,0.24645,$/kWh,
5b44fcc55457a32c5ea907ee,electric,energy,,period1,0,0,1,12,20,24,0,4,0.09282,0.09282,$/kWh,
5b44fcc55457a32c5ea907ee,electric,energy,,period1,0,0,1,12,0,16,5,6,0.09282,0.09282,$/kWh,
5b44fcc55457a32c5ea907ee,electric,energy,,period0,0,0,1,12,16,20,5,6,0.24645,0.24645,$/kWh,
5b44fcc55457a32c5ea907ee,electric,energy,,period1,0,0,1,12,20,24,5,6,0.09282,0.09282,$/kWh,
