label,utility,type,assessed,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
648b7980e57e558b5a0fb14b,electric,customer,,,,,,,,,,,45.0,45.0,$/month,https://www.jacksonemc.com/assets/uploads/pdfs/GSTOU-23_final.pdf	https://www.jacksonemc.com/my-cooperative/rates/commercial-rates
648b7980e57e558b5a0fb14b,electric,demand,,flat,0,0,1,12,0,24,0,6,3.0,3.0,$/kW,
648b7980e57e558b5a0fb14b,electric,demand,,period0,0,0,1,5,0,24,0,4,0.0,0.0,$/kW,
648b7980e57e558b5a0fb14b,electric,demand,,period0,0,0,6,9,0,16,0,4,0.0,0.0,$/kW,
648b7980e57e558b5a0fb14b,electric,demand,,period1,0,0,6,9,16,20,0,4,13.4,13.4,$/kW,
648b7980e57e558b5a0fb14b,electric,demand,,period0,0,0,6,9,20,24,0,4,0.0,0.0,$/kW,
648b7980e57e558b5a0fb14b,electric,demand,,period0,0,0,10,12,0,24,0,4,0.0,0.0,$/kW,
648b7980e57e558b5a0fb14b,electric,demand,,period0,0,0,1,12,0,24,5,6,0.0,0.0,$/kW,
648b7980e57e558b5a0fb14b,electric,energy,,period0,0,0,1,12,0,24,0,4,0.0571,0.0571,$/kWh,
648b7980e57e558b5a0fb14b,electric,energy,,period0,0,0,1,12,0,24,5,6,0.0571,0.0571,$/kWh,
