label,utility,type,assessed,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
62cd88a489b8c8268e7804eb,electric,customer,,,,,,,,,,,1198.75,1198.75,$/month,https://www.smud.org/-/media/Documents/Rate-Information/Rates/CI-TOD4.ashx	https://www.smud.org/en/Rate-Information/Business-rates
62cd88a489b8c8268e7804eb,electric,demand,,flat,0,0,1,12,0,24,0,6,4.699,4.699,$/kW,
62cd88a489b8c8268e7804eb,electric,demand,,period0,0,0,1,5,0,24,0,4,0.0,0.0,$/kW,
62cd88a489b8c8268e7804eb,electric,demand,,period0,0,0,6,9,0,16,0,4,0.0,0.0,$/kW,
62cd88a489b8c8268e7804eb,electric,demand,,period1,0,0,6,9,16,21,0,4,3.4,3.4,$/kW,
62cd88a489b8c8268e7804eb,electric,demand,,period0,0,0,6,9,21,24,0,4,0.0,0.0,$/kW,
62cd88a489b8c8268e7804eb,electric,demand,,period0,0,0,10,12,0,24,0,4,0.0,0.0,$/kW,
62cd88a489b8c8268e7804eb,electric,demand,,period0,0,0,1,12,0,24,5,6,0.0,0.0,$/kW,
62cd88a489b8c8268e7804eb,electric,energy,,period1,0,0,1,5,0,9,0,4,0.1011,0.1011,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period2,0,0,1,5,9,16,0,4,0.0953,0.0953,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period0,0,0,1,5,16,21,0,4,0.1248,0.1248,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period1,0,0,1,5,21,24,0,4,0.1011,0.1011,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period4,0,0,6,9,0,16,0,4,0.1226,0.1226,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period3,0,0,6,9,16,21,0,4,0.1934,0.1934,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period4,0,0,6,9,21,24,0,4,0.1226,0.1226,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period1,0,0,10,12,0,9,0,4,0.1011,0.1011,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period2,0,0,10,12,9,16,0,4,0.0953,0.0953,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period0,0,0,10,12,16,21,0,4,0.1248,0.1248,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period1,0,0,10,12,21,24,0,4,0.1011,0.1011,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period1,0,0,1,5,0,24,5,6,0.1011,0.1011,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period4,0,0,6,9,0,24,5,6,0.1226,0.1226,$/kWh,
62cd88a489b8c8268e7804eb,electric,energy,,period1,0,0,10,12,0,24,5,6,0.1011,0.1011,$/kWh,
