label,utility,type,assessed,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
62f15fd561071b56c1268eb6,electric,customer,,,,,,,,,,,47.04,47.04,$/month,http://www.xcelenergy.com/staticfiles/xe/PDF/Regulatory/CO-Rates-&-Regulations-Entire-Electric-Book.pdf	https://www.xcelenergy.com/company/rates_and_regulations/rates/rate_books
62f15fd561071b56c1268eb6,electric,demand,,flat,0,0,1,12,0,24,0,6,6.97938,6.97938,$/kW,adjustment factor of 0.80938
62f15fd561071b56c1268eb6,electric,energy,,period0,0,0,1,5,0,24,0,4,0.20381570999999998,0.20381570999999998,$/kWh,
62f15fd561071b56c1268eb6,electric,energy,,period1,0,0,6,9,0,24,0,4,0.26450355999999997,0.26450355999999997,$/kWh,
62f15fd561071b56c1268eb6,electric,energy,,period0,0,0,10,12,0,24,0,4,0.20381570999999998,0.20381570999999998,$/kWh,
62f15fd561071b56c1268eb6,electric,energy,,period0,0,0,1,5,0,24,5,6,0.20381570999999998,0.20381570999999998,$/kWh,
62f15fd561071b56c1268eb6,electric,energy,,period1,0,0,6,9,0,24,5,6,0.26450355999999997,0.26450355999999997,$/kWh,
62f15fd561071b56c1268eb6,electric,energy,,period0,0,0,10,12,0,24,5,6,0.20381570999999998,0.20381570999999998,$/kWh,
