label,utility,type,assessed,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
5a79fa5d5457a33a0d5d8b13,electric,customer,,,,,,,,,,,31.86,31.86,$/month,http://www.alabamapower.com/content/dam/alabamapower/Rates/CFTU.pdf	http://www.alabamapower.com/business/rates-and-pricing/about-our-pricing.html
5a79fa5d5457a33a0d5d8b13,electric,energy,,period0,0,0,1,5,0,7,0,4,0.0562063,0.0562063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period1,0,0,1,5,7,21,0,4,0.0992063,0.0992063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period0,0,0,1,5,21,24,0,4,0.0562063,0.0562063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period0,0,0,6,9,0,10,0,4,0.0562063,0.0562063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period1,0,0,6,9,10,12,0,4,0.0992063,0.0992063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period2,0,0,6,9,12,19,0,4,0.1842063,0.1842063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period1,0,0,6,9,19,21,0,4,0.0992063,0.0992063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period0,0,0,6,9,21,24,0,4,0.0562063,0.0562063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period0,0,0,10,12,0,7,0,4,0.0562063,0.0562063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period1,0,0,10,12,7,21,0,4,0.0992063,0.0992063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period0,0,0,10,12,21,24,0,4,0.0562063,0.0562063,$/kWh,
5a79fa5d5457a33a0d5d8b13,electric,energy,,period0,0,0,1,12,0,24,5,6,0.0562063,0.0562063,$/kWh,
