region,month,incentive,sys,rte,savings
CAISO,7,tariff,100uptime_25flex,0.6512820512820513,-45.380406733983854
CAISO,7,mef,maxflex,0.6615384615384615,-7.843576373664276
CAISO,7,dam,maxflex,0.6615384615384615,6.290908981714847
CAISO,7,aef,maxflex,0.6615384615384615,-17.826945537398483
CAISO,7,tariff,maxflex,0.6615384615384615,-19.017415665634545
CAISO,7,mef,25uptime_0flex,0.6615384615384615,-23.34432589743671
CAISO,7,dam,25uptime_0flex,0.6615384615384615,0.12007409850690488
CAISO,7,aef,25uptime_0flex,0.6615384615384615,-20.843817692378458
CAISO,7,tariff,25uptime_0flex,0.6615384615384615,-19.017415665634545
CAISO,7,mef,50uptime_50flex,0.6615384615384615,-28.00026503180806
CAISO,7,dam,50uptime_50flex,0.6615384615384615,-4.032677853778439
CAISO,7,aef,50uptime_50flex,0.6615384615384615,-23.545602450361933
CAISO,7,tariff,50uptime_50flex,0.6615384615384615,-19.017415665634545
CAISO,7,mef,100uptime_25flex,0.6615384615384615,-46.73026691087599
CAISO,7,dam,100uptime_25flex,0.6615384615384615,-40.67240358636192
CAISO,7,aef,100uptime_25flex,0.6615384615384615,-45.635057441602314
CAISO,7,tariff,100uptime_25flex,0.6615384615384615,-43.12644693966022
CAISO,7,mef,maxflex,0.6717948717948717,-6.19710955879919
CAISO,7,dam,maxflex,0.6717948717948717,7.721582127032161
CAISO,7,aef,maxflex,0.6717948717948717,-16.028060872705392
CAISO,7,tariff,maxflex,0.6717948717948717,-17.200355884479656
CAISO,7,mef,25uptime_0flex,0.6717948717948717,-21.461206418086554
CAISO,7,dam,25uptime_0flex,0.6717948717948717,1.6449584634151795
CAISO,7,aef,25uptime_0flex,0.6717948717948717,-18.99887391081546
CAISO,7,tariff,25uptime_0flex,0.6717948717948717,-17.200355884479656
CAISO,7,mef,50uptime_50flex,0.6717948717948717,-26.04606251223849
CAISO,7,dam,50uptime_50flex,0.6717948717948717,-2.444392695705509
CAISO,7,aef,50uptime_50flex,0.6717948717948717,-21.65941004653963
CAISO,7,tariff,50uptime_50flex,0.6717948717948717,-17.200355884479656
CAISO,7,mef,100uptime_25flex,0.6717948717948717,-44.49011016414511
CAISO,7,dam,100uptime_25flex,0.6717948717948717,-38.524733302600715
CAISO,7,aef,100uptime_25flex,0.6717948717948717,-43.411621450127626
CAISO,7,tariff,100uptime_25flex,0.6717948717948717,-40.94131034516053
CAISO,7,mef,maxflex,0.6820512820512821,-4.600160542877387
CAISO,7,dam,maxflex,0.6820512820512821,9.109227508580561
CAISO,7,aef,maxflex,0.6820512820512821,-14.283278002439129
CAISO,7,tariff,maxflex,0.6820512820512821,-15.437944517796156
CAISO,7,mef,25uptime_0flex,0.6820512820512821,-19.634722111047644
CAISO,7,dam,25uptime_0flex,0.6820512820512821,3.1239816444164656
CAISO,7,aef,25uptime_0flex,0.6820512820512821,-17.209417160276843
CAISO,7,tariff,25uptime_0flex,0.6820512820512821,-15.437944517796156
CAISO,7,mef,50uptime_50flex,0.6820512820512821,-24.150633000776246
CAISO,7,dam,50uptime_50flex,0.6820512820512821,-0.9038755123114233
CAISO,7,aef,50uptime_50flex,0.6820512820512821,-19.829945233809696
CAISO,7,tariff,50uptime_50flex,0.6820512820512821,-15.437944517796156
CAISO,7,mef,100uptime_25flex,0.6820512820512821,-42.31732655265414
CAISO,7,dam,100uptime_25flex,0.6820512820512821,-36.44165460632095
CAISO,7,aef,100uptime_25flex,0.6820512820512821,-41.255055714035386
CAISO,7,tariff,100uptime_25flex,0.6820512820512821,-38.82189214447963
CAISO,7,mef,maxflex,0.6923076923076923,-3.0505285348347417
CAISO,7,dam,maxflex,0.6923076923076923,10.455757471416414
CAISO,7,aef,maxflex,0.6923076923076923,-12.590192402402984
CAISO,7,tariff,maxflex,0.6923076923076923,-13.72775274716168
CAISO,7,mef,25uptime_0flex,0.6923076923076923,-17.86235585755062
CAISO,7,dam,25uptime_0flex,0.6923076923076923,4.559181916351039
CAISO,7,aef,25uptime_0flex,0.6923076923076923,-15.47298135049495
CAISO,7,tariff,25uptime_0flex,0.6923076923076923,-13.72775274716168
CAISO,7,mef,50uptime_50flex,0.6923076923076923,-22.311364363727712
CAISO,7,dam,50uptime_50flex,0.6923076923076923,0.5909967175005839
CAISO,7,aef,50uptime_50flex,0.6923076923076923,-18.054686785901424
CAISO,7,tariff,50uptime_50flex,0.6923076923076923,-13.72775274716168
CAISO,7,mef,100uptime_25flex,0.6923076923076923,-40.208921714837
CAISO,7,dam,100uptime_25flex,0.6923076923076923,-34.42029676030133
CAISO,7,aef,100uptime_25flex,0.6923076923076923,-39.16238822197563
CAISO,7,tariff,100uptime_25flex,0.6923076923076923,-36.76527152012853
CAISO,7,mef,maxflex,0.7025641025641025,-1.5461412569539665
CAISO,7,dam,maxflex,0.7025641025641025,11.762972690811775
CAISO,7,aef,maxflex,0.7025641025641025,-10.946539958572314
CAISO,7,tariff,maxflex,0.7025641025641025,-12.06749358297006
CAISO,7,mef,25uptime_0flex,0.7025641025641025,-16.14173752386378
CAISO,7,dam,25uptime_0flex,0.7025641025641025,5.952478530710871
CAISO,7,aef,25uptime_0flex,0.7025641025641025,-13.787244396473154
CAISO,7,tariff,25uptime_0flex,0.7025641025641025,-12.06749358297006
CAISO,7,mef,50uptime_50flex,0.7025641025641025,-20.525797000753602
CAISO,7,dam,50uptime_50flex,0.7025641025641025,2.042223042792536
CAISO,7,aef,50uptime_50flex,0.7025641025641025,-16.331260701435706
CAISO,7,tariff,50uptime_50flex,0.7025641025641025,-12.06749358297006
CAISO,7,mef,100uptime_25flex,0.7025641025641025,-38.16207614235764
CAISO,7,dam,100uptime_25flex,0.7025641025641025,-32.45795666161083
CAISO,7,aef,100uptime_25flex,0.7025641025641025,-37.13082051070582
CAISO,7,tariff,100uptime_25flex,0.7025641025641025,-34.76869821325711
CAISO,7,mef,maxflex,0.7128205128205128,-0.08504569929992702
CAISO,7,dam,maxflex,0.7128205128205128,13.03257020605192
CAISO,7,aef,maxflex,0.7128205128205128,-9.35018686564319
CAISO,7,tariff,maxflex,0.7128205128205128,-10.455011660912772
CAISO,7,mef,25uptime_0flex,0.7128205128205128,-14.470633386829748
CAISO,7,dam,25uptime_0flex,0.7128205128205128,7.3056802784704375
CAISO,7,aef,25uptime_0flex,0.7128205128205128,-12.150017858394364
CAISO,7,tariff,25uptime_0flex,0.7128205128205128,-10.455011660912772
CAISO,7,mef,50uptime_50flex,0.7128205128205128,-18.7916128712463
CAISO,7,dam,50uptime_50flex,0.7128205128205128,3.4516874594430473
CAISO,7,aef,50uptime_50flex,0.7128205128205128,-14.657429612206375
CAISO,7,tariff,50uptime_50flex,0.7128205128205128,-10.455011660912772
CAISO,7,mef,100uptime_25flex,0.7128205128205128,-36.17413260074106
CAISO,7,dam,100uptime_25flex,0.7128205128205128,-30.55208678158771
CAISO,7,aef,100uptime_25flex,0.7128205128205128,-35.157715179616574
CAISO,7,tariff,100uptime_25flex,0.7128205128205128,-32.82958025335467
CAISO,7,mef,maxflex,0.7230769230769231,1.3346003389879986
CAISO,7,dam,maxflex,0.7230769230769231,14.266150770505073
CAISO,7,aef,maxflex,0.7230769230769231,-7.79912038527945
CAISO,7,tariff,maxflex,0.7230769230769231,-8.88827390685719
CAISO,7,mef,25uptime_0flex,0.7230769230769231,-12.846936459356957
CAISO,7,dam,25uptime_0flex,0.7230769230769231,8.620493324165917
CAISO,7,aef,25uptime_0flex,0.7230769230769231,-10.55923746323986
CAISO,7,tariff,25uptime_0flex,0.7230769230769231,-8.88827390685719
CAISO,7,mef,50uptime_50flex,0.7230769230769231,-17.10662545463288
CAISO,7,dam,50uptime_50flex,0.7230769230769231,4.821167069947402
CAISO,7,aef,50uptime_50flex,0.7230769230769231,-13.031083092884304
CAISO,7,tariff,50uptime_50flex,0.7230769230769231,-8.88827390685719
CAISO,7,mef,100uptime_25flex,0.7230769230769231,-34.24258462058866
CAISO,7,dam,100uptime_25flex,0.7230769230769231,-28.700284132203432
CAISO,7,aef,100uptime_25flex,0.7230769230769231,-33.24058446784899
CAISO,7,tariff,100uptime_25flex,0.7230769230769231,-30.945472732026804
CAISO,7,mef,maxflex,0.7333333333333333,2.7145359985825657
CAISO,7,dam,maxflex,0.7333333333333333,15.465225584903608
CAISO,7,aef,maxflex,0.7333333333333333,-6.291440379890944
CAISO,7,tariff,maxflex,0.7333333333333333,-7.3653609850832416
CAISO,7,mef,25uptime_0flex,0.7333333333333333,-11.268657627757575
CAISO,7,dam,25uptime_0flex,0.7333333333333333,9.89852838256918
CAISO,7,aef,25uptime_0flex,0.7333333333333333,-9.012954421795971
CAISO,7,tariff,25uptime_0flex,0.7333333333333333,-7.3653609850832416
CAISO,7,mef,50uptime_50flex,0.7333333333333333,-15.468770553169495
CAISO,7,dam,50uptime_50flex,0.7333333333333333,6.152339558479594
CAISO,7,aef,50uptime_50flex,0.7333333333333333,-11.450228783892916
CAISO,7,tariff,50uptime_50flex,0.7333333333333333,-7.3653609850832416
CAISO,7,mef,100uptime_25flex,0.7333333333333333,-32.36506595456649
CAISO,7,dam,100uptime_25flex,0.7333333333333333,-26.900280158326503
CAISO,7,aef,100uptime_25flex,0.7333333333333333,-31.37707978997693
CAISO,7,tariff,100uptime_25flex,0.7333333333333333,-29.114067518993643
CAISO,7,mef,maxflex,0.7435897435897436,4.0564044675676465
CAISO,7,dam,maxflex,0.7435897435897436,16.63122247338769
CAISO,7,aef,maxflex,0.7435897435897436,-4.825351547064849
CAISO,7,tariff,maxflex,0.7435897435897436,-5.88445945425416
CAISO,7,mef,25uptime_0flex,0.7435897435897436,-9.733917522547122
CAISO,7,dam,25uptime_0flex,0.7435897435897436,11.141307301430293
CAISO,7,aef,25uptime_0flex,0.7435897435897436,-7.509327464253922
CAISO,7,tariff,25uptime_0flex,0.7435897435897436,-5.88445945425416
CAISO,7,mef,50uptime_50flex,0.7435897435897436,-13.876097855884398
CAISO,7,dam,50uptime_50flex,0.7435897435897436,7.446790047328154
CAISO,7,aef,50uptime_50flex,0.7435897435897436,-9.912984248942664
CAISO,7,tariff,50uptime_50flex,0.7435897435897436,-5.88445945425416
CAISO,7,mef,100uptime_25flex,0.7435897435897436,-30.539340906917293
CAISO,7,dam,100uptime_25flex,0.7435897435897436,-25.149931466487534
CAISO,7,aef,100uptime_25flex,0.7435897435897436,-29.56498213770149
CAISO,7,tariff,100uptime_25flex,0.7435897435897436,-27.333183829075143
CAISO,7,mef,maxflex,0.7538461538461538,5.361759508825226
CAISO,7,dam,maxflex,0.7538461538461538,17.765491555382415
CAISO,7,aef,maxflex,0.7538461538461538,-3.399156287921125
CAISO,7,tariff,maxflex,0.7538461538461538,-4.443854563719584
CAISO,7,mef,25uptime_0flex,0.7538461538461538,-8.240939052852623
CAISO,7,dam,25uptime_0flex,0.7538461538461538,12.350269106852995
CAISO,7,aef,25uptime_0flex,0.7538461538461538,-6.0466155259647545
CAISO,7,tariff,25uptime_0flex,0.7538461538461538,-4.443854563719584
CAISO,7,mef,50uptime_50flex,0.7538461538461538,-12.32676319117853
CAISO,7,dam,50uptime_50flex,0.7538461538461538,8.706017393622972
CAISO,7,aef,50uptime_50flex,0.7538461538461538,-8.417569497256412
CAISO,7,tariff,50uptime_50flex,0.7538461538461538,-4.443854563719584
CAISO,7,mef,100uptime_25flex,0.7538461538461538,-28.7632954524014
CAISO,7,dam,100uptime_25flex,0.7538461538461538,-23.447211310480885
CAISO,7,aef,100uptime_25flex,0.7538461538461538,-27.802193265079584
CAISO,7,tariff,100uptime_25flex,0.7538461538461538,-25.60075955929087
CAISO,7,mef,maxflex,0.764102564102564,6.6320714617268965
CAISO,7,dam,maxflex,0.764102564102564,18.86931046067929
CAISO,7,aef,maxflex,0.764102564102564,-2.011248149828232
CAISO,7,tariff,maxflex,0.764102564102564,-3.0419236299783265
CAISO,7,mef,25uptime_0flex,0.764102564102564,-6.78804054207608
CAISO,7,dam,25uptime_0flex,0.764102564102564,13.52677556179457
CAISO,7,aef,25uptime_0flex,0.764102564102564,-4.6231710222605304
CAISO,7,tariff,25uptime_0flex,0.764102564102564,-3.0419236299783265
CAISO,7,mef,50uptime_50flex,0.764102564102564,-10.81902140337746
CAISO,7,dam,50uptime_50flex,0.764102564102564,9.93143997894347
CAISO,7,aef,50uptime_50flex,0.764102564102564,-6.962300108031494
CAISO,7,tariff,50uptime_50flex,0.764102564102564,-3.0419236299783265
CAISO,7,mef,100uptime_25flex,0.764102564102564,-27.034929070489998
CAISO,7,dam,100uptime_25flex,0.764102564102564,-21.790201762689225
CAISO,7,aef,100uptime_25flex,0.764102564102564,-26.086727583669227
CAISO,7,tariff,100uptime_25flex,0.764102564102564,-23.91484332359722
CAISO,7,mef,maxflex,0.7743589743589743,7.868732766869576
CAISO,7,dam,maxflex,0.7743589743589743,19.943889130074258
CAISO,7,aef,maxflex,0.7743589743589743,-0.6601057902278608
CAISO,7,tariff,maxflex,0.7743589743589743,-1.677129939514966
CAISO,7,mef,25uptime_0flex,0.7743589743589743,-5.373629409068455
CAISO,7,dam,25uptime_0flex,0.7743589743589743,14.672116282830393
CAISO,7,aef,25uptime_0flex,0.7743589743589743,-3.2374336577272964
CAISO,7,tariff,25uptime_0flex,0.7743589743589743,-1.677129939514966
CAISO,7,mef,50uptime_50flex,0.7743589743589743,-9.351219795385722
CAISO,7,dam,50uptime_50flex,0.7743589743589743,11.124401038825015
CAISO,7,aef,50uptime_50flex,0.7743589743589743,-5.545580901302603
CAISO,7,tariff,50uptime_50flex,0.7743589743589743,-1.677129939514966
CAISO,7,mef,100uptime_25flex,0.7743589743589743,-25.352347228496686
CAISO,7,dam,100uptime_25flex,0.7743589743589743,-20.17708650755421
CAISO,7,aef,100uptime_25flex,0.7743589743589743,-24.416704701766218
CAISO,7,tariff,100uptime_25flex,0.7743589743589743,-22.273587120635018
CAISO,7,mef,maxflex,0.7846153846153846,9.073063057498741
CAISO,7,dam,maxflex,0.7846153846153846,20.990374239485064
CAISO,7,aef,maxflex,0.7846153846153846,0.6557125861149948
CAISO,7,tariff,maxflex,0.7846153846153846,-0.348017129848985
CAISO,7,mef,25uptime_0flex,0.7846153846153846,-3.9961963448976205
CAISO,7,dam,25uptime_0flex,0.7846153846153846,15.787513455603866
CAISO,7,aef,25uptime_0flex,0.7846153846153846,-1.8879247210249637
CAISO,7,tariff,25uptime_0flex,0.7846153846153846,-0.348017129848985
CAISO,7,mef,50uptime_50flex,0.7846153846153846,-7.921792085642102
CAISO,7,dam,50uptime_50flex,0.7846153846153846,12.286173574265229
CAISO,7,aef,50uptime_50flex,0.7846153846153846,-4.165900105207118
CAISO,7,tariff,50uptime_50flex,0.7846153846153846,-0.348017129848985
CAISO,7,mef,100uptime_25flex,0.7846153846153846,-23.713754454267956
CAISO,7,dam,100uptime_25flex,0.7846153846153846,-18.60614420026591
CAISO,7,aef,100uptime_25flex,0.7846153846153846,-22.790342548801938
CAISO,7,tariff,100uptime_25flex,0.7846153846153846,-20.675239576574647
CAISO,7,mef,maxflex,0.7948717948717948,10.24631385675682
CAISO,7,dam,maxflex,0.7948717948717948,22.009853281556225
CAISO,7,aef,maxflex,0.7948717948717948,1.9375743591973895
CAISO,7,tariff,maxflex,0.7948717948717948,0.9467959944068595
CAISO,7,mef,25uptime_0flex,0.7948717948717948,-2.654309940447327
CAISO,7,dam,25uptime_0flex,0.7948717948717948,16.874126185208972
CAISO,7,aef,25uptime_0flex,0.7948717948717948,-0.5732418213988604
CAISO,7,tariff,25uptime_0flex,0.7948717948717948,0.9467959944068595
CAISO,7,mef,50uptime_50flex,0.7948717948717948,-6.529252832924152
CAISO,7,dam,50uptime_50flex,0.7948717948717948,13.417964882984375
CAISO,7,aef,50uptime_50flex,0.7948717948717948,-2.821823974817366
CAISO,7,tariff,50uptime_50flex,0.7948717948717948,0.9467959944068595
CAISO,7,mef,100uptime_25flex,0.7948717948717948,-22.11744794518062
CAISO,7,dam,100uptime_25flex,0.7948717948717948,-17.075742339617303
CAISO,7,aef,100uptime_25flex,0.7948717948717948,-21.205951032043192
CAISO,7,tariff,100uptime_25flex,0.7948717948717948,-19.118139711071855
CAISO,7,mef,maxflex,0.8051282051282052,11.389672915906417
CAISO,7,dam,maxflex,0.8051282051282052,23.003358335294365
CAISO,7,aef,maxflex,0.8051282051282052,3.186777233602519
CAISO,7,tariff,maxflex,0.8051282051282052,2.2086202492552336
CAISO,7,mef,25uptime_0flex,0.8051282051282052,-1.3466117246454417
CAISO,7,dam,25uptime_0flex,0.8051282051282052,17.93305451405982
CAISO,7,aef,25uptime_0flex,0.8051282051282052,0.7079459725043331
CAISO,7,tariff,25uptime_0flex,0.8051282051282052,2.2086202492552336
CAISO,7,mef,50uptime_50flex,0.8051282051282052,-5.172192287281774
CAISO,7,dam,50uptime_50flex,0.8051282051282052,14.520920744347645
CAISO,7,aef,50uptime_50flex,0.8051282051282052,-1.5119918222719018
CAISO,7,tariff,50uptime_50flex,0.8051282051282052,2.2086202492552336
CAISO,7,mef,100uptime_25flex,0.8051282051282052,-20.561811665624177
CAISO,7,dam,100uptime_25flex,0.8051282051282052,-15.58433160917632
CAISO,7,aef,100uptime_25flex,0.8051282051282052,-19.661926178131807
CAISO,7,tariff,100uptime_25flex,0.8051282051282052,-17.60071117972118
CAISO,7,mef,maxflex,0.8153846153846154,12.504268225140304
CAISO,7,dam,maxflex,0.8153846153846154,23.971869551202612
CAISO,7,aef,maxflex,0.8153846153846154,4.404553620601227
CAISO,7,tariff,maxflex,0.8153846153846154,3.4387004976921993
CAISO,7,mef,25uptime_0flex,0.8153846153846154,-0.07181157716561294
CAISO,7,dam,25uptime_0flex,0.8153846153846154,18.96534313652449
CAISO,7,aef,25uptime_0flex,0.8153846153846154,1.956902626938235
CAISO,7,tariff,25uptime_0flex,0.8153846153846154,3.4387004976921993
CAISO,7,mef,50uptime_50flex,0.8153846153846154,-3.8492716295801097
CAISO,7,dam,50uptime_50flex,0.8153846153846154,15.596129288443905
CAISO,7,aef,50uptime_50flex,0.8153846153846154,-0.23511142199174906
CAISO,7,tariff,50uptime_50flex,0.8153846153846154,3.4387004976921993
CAISO,7,mef,100uptime_25flex,0.8153846153846154,-19.04531088995595
CAISO,7,dam,100uptime_25flex,0.8153846153846154,-14.130440645538878
CAISO,7,aef,100uptime_25flex,0.8153846153846154,-18.15674471677166
CAISO,7,tariff,100uptime_25flex,0.8153846153846154,-16.12145695104338
CAISO,7,mef,maxflex,0.8256410256410256,13.591171725449108
CAISO,7,dam,maxflex,0.8256410256410256,24.91631837665351
CAISO,7,aef,maxflex,0.8256410256410256,5.592074693637236
CAISO,7,tariff,maxflex,0.8256410256410256,4.638219746168103
CAISO,7,mef,25uptime_0flex,0.8256410256410256,1.1713165169606399
CAISO,7,dam,25uptime_0flex,0.8256410256410256,19.971984836691867
CAISO,7,aef,25uptime_0flex,0.8256410256410256,3.1748293023800005
CAISO,7,tariff,25uptime_0flex,0.8256410256410256,4.638219746168103
CAISO,7,mef,50uptime_50flex,0.8256410256410256,-2.5592185658586364
CAISO,7,dam,50uptime_50flex,0.8256410256410256,16.64462457678621
CAISO,7,aef,50uptime_50flex,0.8256410256410256,1.010045241635467
CAISO,7,tariff,50uptime_50flex,0.8256410256410256,4.638219746168103
CAISO,7,mef,100uptime_25flex,0.8256410256410256,-17.56648715219255
CAISO,7,dam,100uptime_25flex,0.8256410256410256,-12.712671196526
CAISO,7,aef,100uptime_25flex,0.8256410256410256,-16.68895906811617
CAISO,7,tariff,100uptime_25flex,0.8256410256410256,-14.678954380221445
CAISO,7,mef,maxflex,0.8358974358974358,14.65140274722274
CAISO,7,dam,maxflex,0.8358974358974358,25.837590543811125
CAISO,7,aef,maxflex,0.8358974358974358,6.750454145249038
CAISO,7,tariff,maxflex,0.8358974358974358,5.808302939467579
CAISO,7,mef,25uptime_0flex,0.8358974358974358,2.3839384001881254
CAISO,7,dam,25uptime_0flex,0.8358974358974358,20.953923673051467
CAISO,7,aef,25uptime_0flex,0.8358974358974358,4.362868206645257
CAISO,7,tariff,25uptime_0flex,0.8358974358974358,5.808302939467579
CAISO,7,mef,50uptime_50flex,0.8358974358974358,-1.3008232460321336
CAISO,7,dam,50uptime_50flex,0.8358974358974358,17.667389919402343
CAISO,7,aef,50uptime_50flex,0.8358974358974358,2.2246459135172554
CAISO,7,tariff,50uptime_50flex,0.8358974358974358,5.808302939467579
CAISO,7,mef,100uptime_25flex,0.8358974358974358,-16.123953567503126
CAISO,7,dam,100uptime_25flex,0.8358974358974358,-11.329693635832468
CAISO,7,aef,100uptime_25flex,0.8358974358974358,-15.257192699182296
CAISO,7,tariff,100uptime_25flex,0.8358974358974358,-13.27185064549762
CAISO,7,mef,maxflex,0.8461538461538461,15.685931198771566
CAISO,7,dam,maxflex,0.8461538461538461,26.73652884024978
CAISO,7,aef,maxflex,0.8461538461538461,7.880751670761186
CAISO,7,tariff,maxflex,0.8461538461538461,6.950020479594118
CAISO,7,mef,25uptime_0flex,0.8461538461538461,3.5671633892767534
