continuous_flex_pct,system_uptime_pct,max_mef_savings,max_aef_savings,max_lmp_savings,max_tariff_savings
30.000000000000004,25.0,17.055338740969784,0.0,67.02490830417068,0.0
40.0,25.0,17.33386459339195,0.0,67.14552948028883,0.0
50.0,25.0,17.592828240930665,0.0,67.25076698836564,0.0
60.00000000000001,25.0,17.84396700651601,0.0,67.3498510292259,0.0
70.0,25.0,18.09510577210137,0.0,67.44893507008621,0.0
80.0,25.0,18.34624453768673,0.0,67.54801911094647,0.0
90.0,25.0,18.597383303272107,0.0,67.64710315180676,0.0
100.0,25.0,18.848522068857452,0.0,67.74618719266704,0.0
0.0,33.33333333333333,13.99417119885199,0.0,65.79608776478558,0.0
10.0,33.33333333333333,14.599197187217866,0.0,66.21605550618149,0.0
20.0,33.33333333333333,15.171898046579926,0.0,66.35535319570265,0.0
30.000000000000004,33.33333333333333,15.641361611208717,0.0,66.48518150780374,0.0
40.0,33.33333333333333,16.007587881104214,0.0,66.60554044248485,0.0
50.0,33.33333333333333,16.373814150999713,0.0,66.72589937716592,0.0
60.00000000000001,33.33333333333333,16.630645641572784,0.0,66.8348964544628,0.0
70.0,33.33333333333333,16.887477132145865,0.0,66.94389353175971,0.0
80.0,33.33333333333333,17.14430862271894,0.0,67.05289060905659,0.0
90.0,33.33333333333333,17.40114011329202,0.0,67.1618876863535,0.0
100.0,33.33333333333333,17.657971603865104,0.0,67.2708847636504,0.0
0.0,41.66666666666667,12.479276582614904,0.0,64.65925078377336,0.0
10.0,41.66666666666667,13.141553024619672,0.0,65.15682663982253,0.0
20.0,41.66666666666667,13.650546590337195,0.0,65.52913350215377,0.0
30.000000000000004,41.66666666666667,14.147269157675938,0.0,65.87747859102966,0.0
40.0,41.66666666666667,14.622657139872189,0.0,66.04058144566824,0.0
50.0,41.66666666666667,15.097075368198308,0.0,66.19526419875056,0.0
60.00000000000001,41.66666666666667,15.488903760737818,0.0,66.34237144989685,0.0
70.0,41.66666666666667,15.82911350591068,0.0,66.48474401233314,0.0
80.0,41.66666666666667,16.169323251083544,0.0,66.62711657476942,0.0
90.0,41.66666666666667,16.509532996256407,0.0,66.76948913720571,0.0
100.0,41.66666666666667,16.849742741429253,0.0,66.911861699642,0.0
0.0,50.0,10.894213657743865,0.0,63.11082848388572,0.0
10.0,50.0,11.6905465039926,0.0,63.88782602178169,0.0
20.0,50.0,12.332658266640726,0.0,64.40650663452422,0.0
30.000000000000004,50.0,12.803803580522146,0.0,64.77737766199527,0.0
40.0,50.0,13.265859265974834,0.0,65.1304992276476,0.0
50.0,50.0,13.723370137213186,0.0,65.47474606239054,0.0
60.00000000000001,50.0,14.174415982650764,0.0,65.76285888675852,0.0
70.0,50.0,14.617380545837408,0.0,65.98080419815786,0.0
80.0,50.0,15.060345109024006,0.0,66.19874950955713,0.0
90.0,50.0,15.503309672210648,0.0,66.41669482095644,0.0
100.0,50.0,15.946274235397276,0.0,66.63464013235574,0.0
0.0,58.333333333333336,9.450236737454881,0.0,61.46162971537329,0.0
10.0,58.333333333333336,10.28579507248393,0.0,62.3892219528041,0.0
20.0,58.333333333333336,10.979494069238857,0.0,63.08173078761458,0.0
30.000000000000004,58.333333333333336,11.573159011038019,0.0,63.602336608584245,0.0
40.0,58.333333333333336,12.087646700536984,0.0,64.04241938406521,0.0
50.0,58.333333333333336,12.55594718207806,0.0,64.44736795391198,0.0
60.00000000000001,58.333333333333336,13.020352108578262,0.0,64.84470961155067,0.0
70.0,58.333333333333336,13.47988759127735,0.0,65.2325426289294,0.0
80.0,58.333333333333336,13.93942307397647,0.0,65.62037564630808,0.0
90.0,58.333333333333336,14.398958556675575,0.0,66.00820866368676,0.0
100.0,58.333333333333336,14.858494039374666,0.0,66.39604168106546,0.0
0.0,66.66666666666666,8.128702209349443,0.0,58.861973532144255,0.0
10.0,66.66666666666666,8.984381766631136,0.0,60.35242012310927,0.0
20.0,66.66666666666666,9.698656907998169,0.0,61.11398844474681,0.0
30.000000000000004,66.66666666666666,10.335830898112162,0.0,61.84190264244976,0.0
40.0,66.66666666666666,10.92182440354906,0.0,62.47782417213643,0.0
50.0,66.66666666666666,11.486029050460605,0.0,63.07053575576712,0.0
60.00000000000001,66.66666666666666,12.008516219216627,0.0,63.631513218179784,0.0
70.0,66.66666666666666,12.504929964125456,0.0,64.17265685483127,0.0
80.0,66.66666666666666,13.00134370903431,0.0,64.71380049148269,0.0
90.0,66.66666666666666,13.497757453943164,0.0,65.25494412813414,0.0
100.0,66.66666666666666,13.99417119885199,0.0,65.79608776478558,0.0
0.0,75.0,6.6858856036811245,0.0,55.53267506016289,0.0
10.0,75.0,7.632914717050429,0.0,57.53222848089182,0.0
20.0,75.0,8.369216825306223,0.0,58.56393642965202,0.0
30.000000000000004,75.0,9.034069791108417,0.0,59.468817855335246,0.0
40.0,75.0,9.671045942280426,0.0,60.35326576936936,0.0
50.0,75.0,10.306754965514726,0.0,61.23678488741943,0.0
60.00000000000001,75.0,10.903728240259527,0.0,62.04348632359217,0.0
70.0,75.0,11.500701515004288,0.0,62.85018775976495,0.0
80.0,75.0,12.097674789749046,0.0,63.65688919593767,0.0
90.0,75.0,12.694648064493864,0.0,64.46359063211047,0.0
100.0,75.0,13.291621339238638,0.0,65.27029206828323,0.0
0.0,83.33333333333334,4.871037813862667,0.0,47.11960614863717,0.0
10.0,83.33333333333334,5.963460412395068,0.0,50.62130814983393,0.0
20.0,83.33333333333334,6.745149750049147,0.0,52.338496052529834,0.0
30.000000000000004,83.33333333333334,7.492447491239034,0.0,53.89030182904001,0.0
40.0,83.33333333333334,8.217884963080875,0.0,55.4382764384093,0.0
50.0,83.33333333333334,8.931918283483085,0.0,56.97789188392214,0.0
60.00000000000001,83.33333333333334,9.641389943309417,0.0,58.51416366389236,0.0
70.0,83.33333333333334,10.350861603135808,0.0,60.05043544386262,0.0
80.0,83.33333333333334,11.060333262962184,0.0,61.586707223832875,0.0
90.0,83.33333333333334,11.769804922788515,0.0,63.12297900380311,0.0
100.0,83.33333333333334,12.47927658261489,0.0,64.65925078377336,0.0
0.0,91.66666666666666,2.809998652125305,0.0,36.09240985796837,0.0
10.0,91.66666666666666,3.9720403170579903,0.0,40.53202333301423,0.0
20.0,91.66666666666666,4.844322642920046,0.0,43.195941908646176,0.0
30.000000000000004,91.66666666666666,5.713191969049195,0.0,45.78012840956883,0.0
40.0,91.66666666666666,6.562188323043746,0.0,48.3608320312725,0.0
50.0,91.66666666666666,7.411184677038313,0.0,50.94153565297617,0.0
60.00000000000001,91.66666666666666,8.260181031032864,0.0,53.522239274679826,0.0
70.0,91.66666666666666,9.109177385027444,0.0,56.10294289638349,0.0
80.0,91.66666666666666,9.95817373902201,0.0,58.68364651808716,0.0
90.0,91.66666666666666,10.807170093016575,0.0,61.264350139790835,0.0
100.0,91.66666666666666,11.656166447011142,0.0,63.84505376149448,0.0
0.0,100.0,0.0,0.0,0.0,0.0
10.0,100.0,1.089421365774348,0.0,6.31108284838858,0.0
20.0,100.0,2.1788427315487815,0.0,12.62216569677712,0.0
30.000000000000004,100.0,3.2682640973231583,0.0,18.933248545165743,0.0
40.0,100.0,4.357685463097591,0.0,25.24433139355428,0.0
50.0,100.0,5.4471068288719255,0.0,31.55541424194286,0.0
60.00000000000001,100.0,6.536528194646287,0.0,37.866497090331436,0.0
70.0,100.0,7.625949560420722,0.0,44.177579938720015,0.0
80.0,100.0,8.715370926195083,0.0,50.48866278710859,0.0
90.0,100.0,9.804792291969417,0.0,56.799745635497175,0.0
100.0,100.0,10.894213657743865,0.0,63.11082848388572,0.0
