system_uptime,continuous_flex,shadow_price_usd_ton
0.0,0.0,197.45144159306872
0.0,0.1,197.45144159306872
0.0,0.2,197.45144159306872
0.0,0.30000000000000004,197.45144159306872
0.0,0.4,197.45144159306872
0.0,0.5,197.45144159306872
0.0,0.6000000000000001,197.45144159306872
0.0,0.7000000000000001,197.45144159306872
0.0,0.8,197.45144159306872
0.0,0.9,197.45144159306872
0.0,1.0,197.45144159306852
0.041666666666666664,0.0,197.45144159306872
0.041666666666666664,0.1,197.45144159306872
0.041666666666666664,0.2,197.45144159306872
0.041666666666666664,0.30000000000000004,197.45144159306872
0.041666666666666664,0.4,197.45144159306872
0.041666666666666664,0.5,197.45144159306872
0.041666666666666664,0.6000000000000001,197.45144159306872
0.041666666666666664,0.7000000000000001,197.45144159306872
0.041666666666666664,0.8,197.45144159306872
0.041666666666666664,0.9,197.45144159306872
0.041666666666666664,1.0,197.45144159306852
0.08333333333333333,0.0,150.25721622148106
0.08333333333333333,0.1,157.15311561283838
0.08333333333333333,0.2,163.37674914669546
0.08333333333333333,0.30000000000000004,169.02185424632927
0.08333333333333333,0.4,174.1655152976784
0.08333333333333333,0.5,178.87170452930582
0.08333333333333333,0.6000000000000001,183.19395628259926
0.08333333333333333,0.7000000000000001,187.177412421547
0.08333333333333333,0.8,190.86040489972754
0.08333333333333333,0.9,194.2756932331402
0.08333333333333333,1.0,197.45144159306872
0.125,0.0,125.47721108201239
0.125,0.1,130.32574828072046
0.125,0.2,135.2271388062147
0.125,0.30000000000000004,140.18225161643412
0.125,0.4,145.19197482292165
0.125,0.5,150.18078741175378
0.125,0.6000000000000001,154.8287532055686
0.125,0.7000000000000001,159.1891002985679
0.125,0.8,163.28772447505727
0.125,0.9,167.1475033917698
0.125,1.0,170.7887238286057
0.16666666666666666,0.0,209.05395457883125
0.16666666666666666,0.1,183.8825269336805
0.16666666666666666,0.2,158.7956349318689
0.16666666666666666,0.30000000000000004,135.38298840152532
0.16666666666666666,0.4,137.46015420631454
0.16666666666666666,0.5,139.55292911676864
0.16666666666666666,0.6000000000000001,141.6614897411371
0.16666666666666666,0.7000000000000001,143.78601536205386
0.16666666666666666,0.8,145.92668798735193
0.16666666666666666,0.9,148.08369240204124
0.16666666666666666,1.0,150.25721622148106
0.20833333333333334,0.0,183.87770328006079
0.20833333333333334,0.1,194.9214909354323
0.20833333333333334,0.2,204.62828610245634
0.20833333333333334,0.30000000000000004,188.0568347639032
0.20833333333333334,0.4,169.17432622897516
0.20833333333333334,0.5,150.45755190571066
0.20833333333333334,0.6000000000000001,131.90433932232952
0.20833333333333334,0.7000000000000001,130.80725155189256
0.20833333333333334,0.8,132.28166108011504
0.20833333333333334,0.9,133.7549564107201
0.20833333333333334,1.0,135.227138806215
0.25,0.0,263.3173387148926
0.25,0.1,217.17746142740398
0.25,0.2,199.7996825505514
0.25,0.30000000000000004,206.5386977154679
0.25,0.4,212.51770085285423
0.25,0.5,202.40998274859578
0.25,0.6000000000000001,186.3467791421327
0.25,0.7000000000000001,170.63293761547965
0.25,0.8,155.2571832520966
0.25,0.9,140.20872113696592
0.25,1.0,125.47721108201239
0.2916666666666667,0.0,174.14306670578048
0.2916666666666667,0.1,223.69476173370205
0.2916666666666667,0.2,212.68919505078938
0.2916666666666667,0.30000000000000004,186.80631903473733
0.2916666666666667,0.4,188.25736693826312
0.2916666666666667,0.5,195.3312965399589
0.2916666666666667,0.6000000000000001,201.79906860399944
0.2916666666666667,0.7000000000000001,204.44199574806558
0.2916666666666667,0.8,193.8240399153361
0.2916666666666667,0.9,183.38509618180447
0.2916666666666667,1.0,173.12067534190498
0.3333333333333333,0.0,185.56030230302187
0.3333333333333333,0.1,177.3941398391728
0.3333333333333333,0.2,218.6927767968179
