region,month,mef_savings,aef_savings,dam_savings
SPP,1,10.333883685318877,9.731994195111973,56.94061025504196
SPP,2,13.905760114521291,5.586225808146818,120.61602577472269
SPP,3,9.005130407556265,11.463327168960014,151.14104329642797
SPP,4,9.878791756055431,13.543422645810923,97.47603618614225
SPP,5,14.38557505135287,17.397333140810474,93.54947518808385
SPP,6,18.094424389142457,14.319226460018703,72.05083091698903
SPP,7,12.608033374396744,14.219974571622497,102.44936643894634
SPP,8,12.384151164132547,12.093637424782237,65.81044856356887
SPP,9,21.221203574007525,18.74379755995465,36.15744866228755
SPP,10,12.938945686180922,12.73714922207226,89.27883474808782
SPP,11,8.04157567509124,9.480363721105883,66.5701277638808
SPP,12,9.54932375117837,11.882366868441803,25.94355056900263
CAISO,1,24.128190921358975,22.767122263926606,29.197486935801525
CAISO,2,20.54841661330504,28.705852016926748,45.75466003639303
CAISO,3,23.792947427402282,25.64278591890149,55.86927135483836
CAISO,4,40.26777044740288,31.08228950184053,81.00353947420587
CAISO,5,36.07047075598795,22.844595779599295,108.72131453618879
CAISO,6,38.31476962274173,24.527982935253227,58.19785736429609
CAISO,7,37.26883574114532,22.052943721413335,38.00783209559597
CAISO,8,34.2315926268738,24.969772853091126,42.777126756606
CAISO,9,18.746217202508152,32.02187928563721,41.66174125854159
CAISO,10,15.141254381877658,31.712643592534427,43.74849615070739
CAISO,11,24.462486350750055,29.44123304165714,45.76077032785256
CAISO,12,19.265188007547028,23.865080441180602,33.767004800014774
ERCOT,1,16.53480180012851,9.976335870968875,34.66274322573518
ERCOT,2,17.968945562206144,9.694300483697418,28.329459782946984
ERCOT,3,15.213302076141023,10.629700995785251,37.06721685494116
ERCOT,4,23.746413637059103,9.898936387232146,45.04916661682819
ERCOT,5,11.87370693046507,7.120317520475132,46.62188683044333
ERCOT,6,20.06427052457075,9.983893523890842,77.30065942190691
ERCOT,7,18.37282645537905,10.107963734425136,68.18909151004013
ERCOT,8,19.850802186874425,11.731207895448385,92.12501057274596
ERCOT,9,11.387188303364741,10.559174651925787,75.38580077497845
ERCOT,10,13.663690179010263,8.479079723392367,45.25505373138185
ERCOT,11,22.020154337645984,8.636387978164176,38.874340975882646
ERCOT,12,27.780379322134905,18.671376292497946,41.21546420184151
PJM,1,26.92843841793391,2.7397911327789575,21.205013109296512
PJM,2,26.031194806386686,1.7411943218114923,21.810005645185132
PJM,3,31.489728104159674,1.6152336153317683,21.685502166602127
PJM,4,22.551427149047964,2.890174750353099,30.61425560034741
PJM,5,31.83807631063225,4.947090096686215,40.76281661890896
PJM,6,34.19817527328824,4.840049066475974,46.72777526209261
PJM,7,27.910853597127762,5.122408830501621,54.626214256115176
PJM,8,38.22733490962145,4.735534242844931,46.58341257706862
PJM,9,29.39001422039173,5.421048799988873,44.87060128064657
PJM,10,18.10399492559068,5.143969626581915,42.243710418834034
PJM,11,22.929489623183454,2.9563907759559007,22.878510484111473
PJM,12,20.737108945138573,2.8270628629266534,21.58769759027172
MISO,1,9.448112093105989,4.796705422383425,22.349381679960867
MISO,2,16.2432743085332,4.327212250190628,21.9529364098701
MISO,3,26.036109149099627,3.8031936915049043,21.724239285910006
MISO,4,19.2789847015511,6.483500365097665,32.591585483095415
MISO,5,28.41261704954255,10.104763591526677,45.15703017235901
MISO,6,19.564524381182302,7.961017652438091,48.83729748839676
MISO,7,13.66551256016692,7.161098432798634,47.06903791051779
MISO,8,11.754501949496252,6.987549706530536,45.087265119128375
MISO,9,33.176789150579694,9.25017804438762,38.60666674407203
MISO,10,16.854673787957047,6.8875099137604385,35.70733932830603
MISO,11,13.1240113557294,4.7801533260376665,24.459942572762383
MISO,12,19.377190212943052,6.090686527150485,22.78442143066663
ISONE,1,20.597379963565647,10.130737386161186,20.530742488505723
ISONE,2,47.373812045132865,5.73773080839378,16.346605661093292
ISONE,3,14.440268070428175,5.805022703808857,24.181402565099432
ISONE,4,11.032632495482881,4.434733036827101,23.550389627367974
ISONE,5,22.560744811639015,5.129449551239559,21.526506355633284
ISONE,6,9.795023452608017,1.1809814397388065,22.519687937798814
ISONE,7,22.108415052217065,5.181013844350283,34.22550859320616
ISONE,8,22.824974193421713,4.444510570353257,19.258846057888753
ISONE,9,20.907073920635494,5.051769598133162,34.64671783512215
ISONE,10,24.032201875581297,6.667403676776305,32.80040838290804
ISONE,11,36.08125968989405,4.62796156976136,22.48882410935721
ISONE,12,25.972479702952523,7.677547265124211,22.66240411340914
NYISO,1,20.369921116550643,3.8136141860170736,22.614625736261907
NYISO,2,27.887875102305234,2.6799592343062315,23.928920871174448
NYISO,3,19.448691681959858,3.4861053849910926,16.987611372500567
NYISO,4,18.439294100002822,2.413639842963616,23.848301214726195
NYISO,5,30.301863684657366,3.7651594403982074,29.363682098004457
NYISO,6,17.903774352837594,2.1633600743365724,28.64110974078992
NYISO,7,13.945865273348454,2.058137340118506,37.563665473917915
NYISO,8,23.851791003992332,2.8841553797688357,29.735863549868185
NYISO,9,12.84637691264862,1.838878329631275,32.511993962316204
NYISO,10,19.838541745174318,3.385446307066214,33.857861807320624
NYISO,11,20.872638345933602,2.3576681391286813,22.313142071769274
NYISO,12,13.561321222356842,1.9899774746643044,23.257029574978088
