month,hour,co2_eq_kg_per_MWh
1,0,490.8515667106443
1,1,493.257931237713
1,2,492.1317921356995
1,3,489.7496702532222
1,4,483.92957266596096
1,5,476.32037282852
1,6,469.2263447309658
1,7,461.9574308690475
1,8,457.5786754015935
1,9,457.1560765063915
1,10,457.33643977426544
1,11,463.0988940409113
1,12,471.5373224832426
1,13,478.17579953720286
1,14,486.9624169001489
1,15,489.4596629326202
1,16,489.3823068756274
1,17,491.0066948155047
1,18,491.28471251504635
1,19,490.976362206501
1,20,489.65911083206703
1,21,487.3181586595689
1,22,488.2401474584042
1,23,488.60019897163244
2,0,424.42371994147123
2,1,427.2581453463495
2,2,423.13945391176134
2,3,417.4089937955179
2,4,409.5306010582248
2,5,403.152085318221
2,6,397.17859373535566
2,7,393.2231938102681
2,8,392.84464412909654
2,9,394.6445202132437
2,10,397.3706816188532
2,11,403.3262247556304
2,12,411.8961912090037
2,13,418.3233468341964
2,14,423.43409925128225
2,15,421.8207746407373
2,16,420.2482512928587
2,17,418.9713752004791
2,18,416.12810760868024
2,19,410.3904987994877
2,20,405.6249607988436
2,21,403.32474664195007
2,22,406.1686251202554
2,23,414.87364690094626
3,0,428.22038920044946
3,1,432.2416547988354
3,2,432.71786578219974
3,3,426.1757150883709
3,4,418.6949740081155
3,5,413.4802128851779
3,6,408.3195726256923
3,7,404.1233391777836
3,8,403.4915653231464
3,9,404.4205166903918
3,10,409.94378803263885
3,11,416.74787621438657
3,12,422.92620136058093
3,13,430.52351532543923
3,14,431.9753445466085
3,15,430.87727784906184
3,16,428.4617940753703
3,17,424.7759758970475
3,18,421.8314526604843
3,19,418.7113038877717
3,20,414.1762080757889
3,21,411.32118839557916
3,22,413.0988757649516
3,23,419.39522763558915
4,0,390.50268609966446
4,1,398.6319382439773
4,2,402.7540973938706
4,3,397.95995838427353
4,4,387.1455335552675
4,5,373.0432972885764
4,6,362.2718847165128
4,7,356.3088796802151
4,8,354.6050728817547
4,9,356.35624053892144
4,10,362.2377680087829
4,11,369.9099187267118
4,12,376.9554536638882
4,13,381.6263041146469
4,14,386.5397459767912
4,15,390.27448869951866
4,16,386.17312055215064
4,17,382.2635013845522
4,18,380.8814999270637
4,19,379.9103346371086
4,20,377.9553512766689
4,21,378.16943221369746
4,22,382.2147603625544
4,23,385.8650852446945
5,0,447.9291664029224
5,1,452.4551818762489
5,2,450.4267224398689
5,3,437.76261800149746
5,4,419.10480385597936
5,5,403.6184447590703
5,6,391.43922867734614
5,7,381.9932049307772
5,8,379.42162169351207
5,9,380.1603239954845
5,10,385.71693000708285
5,11,394.6205919060481
5,12,403.69052410299884
5,13,411.87738621501524
5,14,425.3123423256282
5,15,432.9898214236568
5,16,435.8667136443032
5,17,437.18010264392257
5,18,437.8463036942737
5,19,439.35576686838084
5,20,442.9192900789028
5,21,444.0842724679925
5,22,446.2909268385505
5,23,447.63899951153616
6,0,502.10362987268917
6,1,510.24928238457585
6,2,512.8281584274105
6,3,504.7301465331085
6,4,490.8423127491647
6,5,476.0316248431709
6,6,461.8972483172798
6,7,449.73319424207875
6,8,443.89339597056716
6,9,441.94520876548626
6,10,444.74821950838543
6,11,450.06006060813445
6,12,453.08254781175964
6,13,462.6644294536751
6,14,477.3263259565666
6,15,485.7646984992637
6,16,490.9951063651732
6,17,493.2358658397855
6,18,494.8534375511163
6,19,495.0001805998502
6,20,493.6117902558928
6,21,494.08313127203917
6,22,495.41064329686907
6,23,499.0317923020366
7,0,532.0437741307518
7,1,541.8732006538379
7,2,544.2293412731412
7,3,539.1261239942977
7,4,532.3452072667724
7,5,523.3531115837553
7,6,510.6234560019093
7,7,494.3527695266603
7,8,484.19513873123105
7,9,477.46532214238033
7,10,477.50667952912477
7,11,483.7646560693154
7,12,485.1967067798907
7,13,490.61392629114465
7,14,504.48373947944657
7,15,518.6072095154981
7,16,525.5460106911996
7,17,528.0189250320918
7,18,527.4730014360654
7,19,525.8855141043019
7,20,524.4884444486788
7,21,522.3960156979783
7,22,523.2516964401217
7,23,526.2269310678844
8,0,528.8057256296702
8,1,536.8698182057032
8,2,535.3385277104942
8,3,526.0587871296506
8,4,517.2028913940785
8,5,509.48625693621784
8,6,499.7533645331651
8,7,484.9938358302064
8,8,475.5458191914936
8,9,470.8173861948018
8,10,472.3725455582408
8,11,481.41046957019506
8,12,484.841526681594
8,13,486.92326191451826
8,14,495.82786237563437
8,15,508.3792663069866
8,16,515.1359459873096
8,17,517.5574234473437
8,18,518.1370887523369
8,19,517.7976769603729
8,20,516.7222332916479
8,21,514.8781135003824
8,22,515.4310702677795
8,23,518.2128282293905
9,0,518.6949597123007
9,1,524.0773930865818
9,2,516.6199245978271
9,3,502.2419895696685
9,4,488.6596582905621
9,5,476.0715247284106
9,6,463.68185226322873
9,7,449.35609449671745
9,8,443.92013022103026
9,9,443.48780126959315
9,10,451.47650485044727
9,11,464.5408896605862
9,12,472.2159078090248
