month,hour,co2_eq_kg_per_MWh
1,0,366.9391882204187
1,1,367.746283893162
1,2,367.1748783935028
1,3,365.0459431881322
1,4,361.1046511450144
1,5,355.2037695793599
1,6,353.6493938120432
1,7,352.8301143998027
1,8,353.50489599614053
1,9,353.9809465054978
1,10,355.61230588100494
1,11,359.1727965313323
1,12,364.11072161819
1,13,367.1664124577173
1,14,367.47311770483213
1,15,368.5316902224281
1,16,368.89858493688763
1,17,367.32927806266804
1,18,366.35450802557716
1,19,364.90284132765976
1,20,364.46111364807575
1,21,365.60305928483587
1,22,361.0617026721715
1,23,368.60341122360035
2,0,364.32431599192415
2,1,364.72182351611576
2,2,364.9082652279033
2,3,361.49257560596186
2,4,357.0390027490651
2,5,354.8489400358291
2,6,350.9718801524141
2,7,349.30082936202274
2,8,349.23931192304906
2,9,350.18053528732105
2,10,353.4504229071567
2,11,355.7641347057278
2,12,361.8224606599233
2,13,360.88126222914553
2,14,358.5908766102396
2,15,359.13575805521134
2,16,359.2176882160698
2,17,357.5935948004694
2,18,355.6912782017007
2,19,353.95669105141843
2,20,354.3023508679931
2,21,355.6378427861105
2,22,358.8937812334652
2,23,360.62496196489434
3,0,374.3006677735153
3,1,373.90428776820283
3,2,373.65410072172284
3,3,369.6439552440928
3,4,366.41777337742684
3,5,359.16196217000356
3,6,359.38192748882176
3,7,358.4203314457621
3,8,358.7104722506889
3,9,361.93381429748007
3,10,365.79341805831103
3,11,372.1208604744767
3,12,372.9883272519726
3,13,368.10833105216494
3,14,366.7626142414865
3,15,364.8494823521087
3,16,362.2535371442843
3,17,360.5279402745655
3,18,358.55954804044745
3,19,356.7785979659403
3,20,355.61806981624744
3,21,356.4860132921183
3,22,362.24522742439984
3,23,364.6916235597454
4,0,365.6044825777927
4,1,367.79060758063514
4,2,366.6942602663255
4,3,362.1320462536473
4,4,352.7273825071246
4,5,347.18221757565277
4,6,344.4973871165793
4,7,343.1493144176272
4,8,344.4798676783063
4,9,348.101583953806
4,10,352.9399673604135
4,11,357.6130164533996
4,12,355.5750988990194
4,13,354.0756354581985
4,14,353.89324639463825
4,15,352.8442468666461
4,16,351.15742581868835
4,17,348.55504002751024
4,18,347.7502569486602
4,19,347.99556886226725
4,20,347.9578951166856
4,21,350.6791251261821
4,22,356.3863640418996
4,23,360.90827889572546
5,0,348.3417874467414
5,1,352.49916724770316
5,2,349.8741733480187
5,3,343.3114887699711
5,4,332.47823026506006
5,5,326.508618145289
5,6,322.8690709452965
5,7,320.20356113629515
5,8,321.03895097151616
5,9,325.04025121081105
5,10,331.446563975239
5,11,335.20529221699957
5,12,336.0183444664129
5,13,335.78078204827693
5,14,337.23918108103487
5,15,336.43772382747886
5,16,337.2072026065266
5,17,338.3828360750662
5,18,339.0728783088236
5,19,340.1727088729756
5,20,340.0616075850541
5,21,341.7739316984002
5,22,345.1326950406894
5,23,348.75324828571996
6,0,367.03313214615787
6,1,368.1795503976827
6,2,366.823249207302
6,3,359.13189126537327
6,4,347.53567469355676
6,5,341.8452890524183
6,6,338.14072628005545
6,7,335.7956521811606
6,8,335.9492677506834
6,9,339.2226892602921
6,10,343.2496080508925
6,11,344.7885036250689
6,12,347.76626408201776
6,13,350.5269973484914
6,14,352.35741874093344
6,15,353.64136658852806
6,16,354.4785708491294
6,17,355.86265790560833
6,18,357.14795621759157
6,19,357.0772412645919
6,20,358.2927563104092
6,21,361.15355216119957
6,22,364.8436377660592
6,23,368.15572452125184
7,0,428.9587770601175
7,1,430.9415119279431
7,2,429.1014512823407
7,3,421.7340001326564
7,4,410.16887115161023
7,5,398.56987341460496
7,6,392.4525071478619
7,7,388.4252718153999
7,8,386.8286099350349
7,9,387.0981160847886
7,10,389.2504600601249
7,11,389.9483722288614
7,12,391.39576625587273
7,13,396.84501728448924
7,14,401.8150662979491
7,15,406.5968290125613
7,16,411.3621520185509
7,17,412.0422140817569
7,18,412.90265481952434
7,19,412.9220638802007
7,20,415.9982926280639
7,21,419.6976366368327
7,22,423.19405205109837
7,23,426.8709486100957
8,0,423.6410740213523
8,1,426.1463299429448
8,2,420.69459480167825
8,3,412.58912506645737
8,4,401.5936048735935
8,5,390.97488561303385
8,6,386.9021198865004
8,7,383.68852786241405
8,8,382.4937703080001
8,9,383.85218595766054
8,10,390.3448279642797
8,11,391.0203195641056
8,12,390.0049903765121
8,13,393.18665174325787
8,14,396.8318887236888
8,15,399.4486858384434
8,16,401.8242885455554
8,17,402.1384588477468
8,18,402.8707583050817
8,19,404.01019874608255
8,20,406.2773977367493
8,21,410.21016089559294
8,22,415.2086334662669
8,23,420.22136788371176
9,0,388.2723145618938
9,1,387.01933031416485
9,2,382.4633520386981
9,3,375.054151899607
9,4,365.5366731987794
9,5,355.84420612442375
9,6,351.9378873403035
9,7,349.53566045916864
9,8,349.183050834127
9,9,352.69068392781213
9,10,360.63441694802617
9,11,366.8307673084089
9,12,363.51309164827745
9,13,364.65572190168876
9,14,367.4174607899409
9,15,367.3045477268997
9,16,369.73474699813124
9,17,372.9595622137214
9,18,373.1563538427377
9,19,373.75320318430676
