,carbon_cost,emissions,electricity_cost,alignment_fraction
0,0,198.92767983167388,130905.35999999978,0.0
1,0,198.6312260793065,130905.35999999972,0.006368096763842757
2,0,194.01551114250344,130905.3599999997,0.10551785997701424
3,0,189.53684760315502,130905.35999998135,0.20172363427585516
4,0,184.65430020030598,130905.35999999984,0.3066052020281459
5,0,180.133275568443,130905.3599999999,0.4037209311985016
6,0,175.54174776045141,130905.35999999987,0.5023511328427082
7,0,170.91600151994638,130905.35999998135,0.6017163776010767
8,0,166.18371515835827,130905.359999981,0.7033702012519292
9,0,160.92192828377625,131703.76,0.8163981784636953
10,0,157.0027091138249,224006.44,0.9005865778777951
11,0,152.37472007443998,234881.51999999996,1.0
