month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,4.0005744980484526,1113.371870967742,1133.5530322580646,12.406497733760082,7.361931944481199
2,206.31971205089818,590.1986206896552,602.088275862069,8.418008343248164,8.36038101820477
3,17.299272755554227,484.4655483870969,539.7827096774193,10.747063830517641,7.549405645749774
4,23.046594955026677,469.7312,496.7162666666668,8.436167327269613,7.265275640716362
5,20.068095206109653,459.11690322580637,507.92670967741935,9.962783695718453,7.53057447258939
6,24.94615560374362,506.0570666666666,527.2058666666668,8.793656607420683,7.945878693802408
7,10138.945080371637,589.8343225806451,610.9094193548386,9.8777955134594,9.87571689529768
8,122.2036800124916,550.0366451612902,629.4544516129032,10.591252176939792,9.941371541418356
9,37.76867960298129,534.9130666666667,594.5301333333333,9.806072818176958,8.227593853180949
10,27.2288620316111,562.4077419354837,600.4934193548387,8.569267549674873,7.170543023367048
11,3.628384551015532,585.2581333333333,595.6336,9.731520490944874,6.87199265300417
12,246.05772266019048,1246.265806451613,1339.3130322580646,9.319847873979507,8.941695860135283
