month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,5450.247576760145,454.15070967741923,2661.5416774193545,11.573233676593826,11.168226219198354
2,209.85261914939068,201.67668965517242,536.5875862068966,12.590194978927602,10.994261147790711
3,49.56414335507872,287.62477419354843,400.3452903225807,13.24819646161513,10.973961339142452
4,15.228633067349788,241.8064,280.40586666666667,14.4934055277312,11.95874162561528
5,63.08101854589267,350.67251612903226,572.6802580645162,14.329187874127307,10.809781459610413
6,29.883067848783547,386.9397333333333,493.67093333333344,13.470198636155395,9.898570708217797
7,79.83349906799394,303.8534193548387,481.2423225806451,10.165025408701656,7.9430395944961445
8,40.79598122387928,340.20232258064516,496.18012903225815,10.990940958068306,7.167578916898573
9,36.63346047867181,324.0010666666667,467.6901333333333,12.094948798741052,8.172603914506364
10,20.944598405100894,300.85522580645164,375.36258064516124,11.026632913531476,7.469278736183394
11,147.72473780624853,318.5002666666667,632.0117333333334,11.939678426647488,9.817410552998513
12,212.4842347141202,402.21677419354836,827.2330322580644,12.153827875117695,10.153602980732012
