month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,343.134614304766,1251.8272561707317,1793.262893072494,9.380276620634412,7.8023663460693315
2,356.8834889120484,432.7601927676276,925.8221531000411,8.761415807040848,7.379838984121224
3,468.55509610749607,-140.06086098912147,363.27337889063205,9.359886795195923,8.285660435530575
4,681.5421367512465,-238.235584287432,940.0224489036375,9.541950981309999,7.813139272041176
5,267.0090483048063,-202.32325542317335,348.4223670262717,9.493355881441605,7.430708104986305
6,406.64213731376094,214.08365698815305,521.2304070240779,9.106936282687645,8.351611839435193
7,242.7469260285264,744.3607512859178,978.3962595134201,9.65406645563954,8.689953296189973
8,227.13229234295827,573.9574924206463,880.9741121728476,9.384851289994073,8.033142933978809
9,317.10332144051813,467.5458764012417,862.6738789338337,9.788498092236214,8.542443659357382
10,446.53482849292465,665.4176306399795,1229.9957369944177,9.155019952160512,7.890665940191128
11,418.2475295707036,500.1478511399956,884.7793506910871,9.1099906986685,8.190364237841802
12,328.44801321321887,739.7158332374879,1102.2021201475445,9.28109237867411,8.177458716593588
