month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,139.11683676456744,953.0376487625945,1035.5982933893686,18.050566236029738,17.457103610256222
2,27.730978155014093,457.34512409650597,512.867341906408,18.2494279708267,16.24725490566372
3,48.74015501236827,392.82285116887675,440.60951810235963,19.19497860320592,18.21454129368249
4,109.12610312524306,392.05510032395927,456.82071467466227,17.197477730626513,16.60398441047092
5,115.41164034465729,500.30797960191046,564.9297047680034,17.70408627443137,17.144162476285924
6,107.29206074553173,493.7015020183361,631.2727220511769,17.42435639349847,16.14214391660139
7,152.96770222953697,559.9733620027545,716.5808324063775,16.240377744981256,15.216583397603616
8,191.34903065985014,511.0923321878808,683.4314049671593,16.759758292871584,15.859105332825264
9,176.57231182120293,491.1785757730554,611.6390250987603,15.529710873668842,14.847494923061818
10,100.10270568244108,493.733944988597,563.3335137165983,15.976307373822017,15.281025790247572
11,71.82919874557402,501.25547456890683,547.8774602656785,15.889602871784263,15.240535559428194
12,80.68201246099615,679.0081203197004,747.91896886128,17.24567429986512,16.39157007473721
