month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,531.5547814144844,2550.3495161639094,3821.5879076523374,7.886883770123264,5.495336500451314
2,364.5083831480722,1058.909599275884,2124.5611823933205,7.8208349190588855,4.897303859858365
3,586.5424275426797,884.9773872816738,2320.8321861640693,6.995816983295698,4.547818806876497
4,780.4298993990303,303.3590080666573,2149.768968644222,6.047135989997703,3.681247709455027
5,900.4326988571844,-0.3933319338071648,771.4322860332629,4.030174457374801,3.1730025555299073
6,408.62866599538893,297.47780364358096,965.425586917557,5.154534646158535,3.519926419247634
7,704.5513561880614,995.1075215115935,2427.497545802572,6.948366222768663,4.915313550788388
8,794.5019811389894,1062.6515823740965,2968.830875831477,7.49965849307806,5.100445739977454
9,263.08213225977664,595.9488322603912,1332.2884850533108,7.129682827139086,4.330786361471816
10,323.2222043074711,870.3111861973591,1996.0876536468274,8.64593631027008,5.162956337933989
11,297.8888459737331,810.4537495574677,1728.5695067817605,8.29397423835528,5.211899274305231
12,231.21901683278566,836.6497548166773,1414.0987598623312,8.44069581259537,5.943284437686416
