month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,1188.9035407649862,660.9553481290322,1070.2643369032262,8.812197081444069,8.467922745595263
2,630.6751598407226,531.2096224285715,768.3780998571428,8.75779836546968,8.381743486153177
3,581.9996779044504,502.5878174,754.514963483871,8.96769841732135,8.534833675589939
4,505.15830749852705,443.0131477333334,728.4673526666667,8.800662246391813,8.235583546023053
5,377.01552293987857,377.10677709677424,586.195918967742,8.239475730479306,7.6848854672710845
6,216.9850948554013,325.5269255333334,447.0537129333334,8.61916539036896,8.059095652347855
7,346.36485867532656,397.11588541935487,591.1377995483871,9.844052907638645,9.283886638440837
8,215.19830106928686,367.8403486451613,523.2756119354839,9.902139001594977,9.179850487392002
9,294.3553220410249,374.95109579999996,557.7182095999999,9.001299645590569,8.380393220019048
10,1121.9387041771129,447.10404922580636,1017.9243617419353,8.216721620495836,7.707941328692452
11,1422.0398075897092,562.7201616666665,1074.4048801333333,8.479256106935962,8.119431648073906
12,1013.8916400613851,506.84866935483865,905.9825803225805,8.856688567958471,8.46302332301705
