month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,251.40148341326912,928.7702037351442,1177.3194258054036,6.054402748552682,5.065748202120813
2,422.0131910597907,1378.344711115942,1678.8052992691257,6.3974232947460115,5.685453644748785
3,821.5946081653525,632.2834757014315,1181.5728654565353,5.938253896178123,5.269688917683755
4,721.9631600049079,522.8571635168447,937.9080230073951,6.966639944606214,6.391747934509609
5,362.6399801394395,467.17562224230767,717.1880043470195,6.671937212523691,5.982514114766573
6,418.9013030263546,616.5267620843446,800.620020467001,8.121120013469572,7.681653120280983
7,189.42291335839138,661.2395151967183,789.353101941877,7.5198975234095595,6.843561263030455
8,228.96241186675428,517.9299091659786,590.0045259446031,6.76942890381688,6.454640926605387
9,315.7438114049456,471.18728747446653,664.7175446428504,7.188066124165585,6.575131691183966
10,419.84505532838654,421.96322898453406,690.3322665534806,6.792999536852886,6.153789833262145
11,831.7014171300677,730.4477171052631,1212.3997050736407,7.087198902347413,6.507721736955025
12,343.00319609972934,699.9730645161289,998.7762287775888,6.869735716129852,5.998597591969196
