month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,528.9439751303848,777.4761935483872,916.7487634408602,6.227532558221825,5.964229503170102
2,780.7904844051177,882.341106292517,1070.3040714285714,6.31631152764237,6.07557734724139
3,932.0475461914568,560.3081096774195,699.7728602150538,6.818458327763036,6.668825681030537
4,1275.2055126594003,498.90610000000004,657.7933888888889,7.60953259705819,7.484935208982695
5,489.17380218541103,399.0935161290322,550.9812365591399,5.7723156060856455,5.461817139365222
6,679.5257940355468,504.5041555555555,562.8074666666668,6.910440908767231,6.824640921735681
7,616.1222513628109,650.0249569892471,728.1040967741935,7.529325669174756,7.402598979056002
8,415.9699272884453,492.2009892473118,538.9977741935484,6.984801914719588,6.872301520540643
9,482.1225727270382,537.6291777777778,589.1954000000001,6.85211926520363,6.745162610780001
10,704.0558746843687,468.6598817204301,575.1426881720429,6.099701620159113,5.948459647412574
11,1492.3527624885198,636.1111605734768,867.4530555555555,6.342956555281598,6.187938327772986
12,764.6895353618546,638.8234516129033,728.8877311827957,6.3842655777008375,6.266486704369743
