month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,320.31810137327676,649.8930272325975,809.9648965025466,11.694675573919053,11.194947755289686
2,351.6820998268355,480.8670834586466,626.6049532330827,10.01526787470751,9.600865588297781
3,453.0544175976411,510.4106723409443,657.7336689079385,10.185130654635964,9.859953399290696
4,237.56610413954104,422.2340860640817,560.8876170308184,9.369910943125996,8.786269059140587
5,164.90031283720427,422.32417425042655,580.1775093442757,10.421567901264735,9.464302686124212
6,261.94504086451263,432.40155652777776,675.1836665277779,11.790570222821739,10.863726536148834
7,370.7748190120633,504.1634519489247,856.2128237231183,12.670704958430866,11.721208525516442
8,358.21924140501665,507.63380860215057,813.1062032930108,12.435543502388876,11.58279089783716
9,132.08193425529112,487.7842398171239,612.5962629537269,12.042040254683691,11.097081184243793
10,237.98147657155536,529.4078043466602,715.7681172069825,11.658212505537382,10.875125043583285
11,329.7301255880453,569.6856433365818,740.0136121525687,11.011951988574358,10.495384188726163
12,200.3026691992888,511.9695139909666,633.4691211214155,11.380919008095688,10.7743389479641
