month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,307.6498460536126,988.0707280035826,1152.779021478521,5.778442721989958,5.24306689615666
2,695.9445163543695,1428.817402944824,1716.7256963289171,6.296239762048802,5.882545452144868
3,671.2770424393663,670.8880316946884,1003.286099884434,5.838235023230032,5.343062329301654
4,661.7166844155323,554.6977882771843,780.8721657080251,6.85729852007356,6.5154991123505335
5,652.0897308703107,498.477719659389,679.7737760939365,6.408575095387689,6.130551931809137
6,867.3335431005515,671.1216598464,828.3000150951256,7.921541034243127,7.740320847585169
7,216.2335386224953,709.2592457579713,764.3071643003649,7.246998021598298,6.992421804001628
8,102.81090723075285,557.3486843088506,575.7958121975881,6.7665537887836145,6.587126066983387
9,244.83697291078553,539.3506239034145,616.5695064050702,7.067398405513077,6.752009438171845
10,323.6409437618374,481.04532193526217,602.5946836321014,6.736876205114853,6.361307659776918
11,547.68214783304,776.3471387472016,927.9811124181965,6.93000968781743,6.653144778500724
12,320.12094817849385,763.7553543489313,894.6686419075833,6.597097081801254,6.188147635967277
