month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,209.29284201997126,425.4379531666666,744.3879692916666,10.739266648215784,9.21532530863745
2,1101.2290712417982,91.95688207154743,383.1109707570715,8.018726361626811,7.754336249454314
3,449.4789584465258,-5.164620854063022,389.87917541459365,8.385537593145603,7.506644856677573
4,607.4029000966121,115.70447658697442,815.635354657873,6.9937205405985825,5.841386773529739
5,185.01911176394339,184.48583647106767,426.19599185004074,9.45058074676997,8.14417433705178
6,153.02404735891307,389.41204791847355,665.2451114483955,12.327650266136214,10.525103105997887
7,183.05246523623518,100.8553922184007,365.75869084665106,11.870152237367666,10.423008127858628
8,218.7621471740978,412.753725106383,638.212472893617,12.429331505712863,11.39872018418389
9,68.38702741894146,404.9603093882752,487.54754392523364,10.121008599595946,8.913363860965099
10,291.0101631039557,181.0020816748067,293.859216936631,7.858932741111269,7.471121088253607
11,293.96819827155326,244.8943772668876,413.8381971423827,8.756558079186732,8.181857081156492
12,268.7774110356814,787.8566152209493,957.8582924713585,8.23988747969964,7.607387620773375
