month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,294.0139077433503,568.8509193548387,628.1724139784945,7.260048477598056,7.058284240869161
2,266.0443552221261,479.10538690476193,533.4682321428571,7.3390376868445815,7.134700171274056
3,417.022632749714,584.7382275985664,661.3172075268818,7.134120756160185,6.950488095138524
4,476.78818375016533,535.4232333333333,618.8816888888889,7.522813818685891,7.3477707835770225
5,1127.039002858958,636.6229892473118,725.2628494623656,9.13462457816569,9.055976147437196
6,3359.7614753690077,1426.5881000000002,1936.093566666667,9.35262977492898,9.200980487679178
7,1783.9135552580667,1141.249435483871,1379.624166666667,9.336956261257283,9.203331673540545
8,16043.972544145814,4871.217112903226,7304.403112903226,9.782866920423393,9.631209602831678
9,1648.403968366425,1398.5878555555555,1670.125077777778,9.611441870068079,9.446714527166037
10,618.6056122812493,742.4035322580645,878.9701989247311,8.737203384367389,8.51643807320736
11,480.3854893084766,698.7404425287357,813.7240877394636,8.999637663376443,8.760280640806103
12,128.08517301582677,487.9211666666665,534.0518010752688,8.390854505997469,8.030698587544281
