month,shadow_price_usd_ton,cost_optimal_cost_usd,emissions_optimal_cost_usd,cost_optimal_emissions_ton,emissions_optimal_emissions_ton
1,866.7844696118037,708.6607528548387,885.2564688548388,8.750157050603326,8.546420466108168
2,729.8331768938436,570.9430655163691,714.1517895952381,8.672251821800721,8.47603065604058
3,588.1182074738381,537.6633815580645,663.7121010806452,8.852778276978755,8.638452802882622
4,455.49562589956054,505.5511186444444,616.9174667555556,8.632451745998232,8.387956876621129
5,293.6328471934128,453.74874569354836,545.6272299852151,8.183876940650464,7.870974340571737
6,334.6473900394721,391.78983485277774,481.6006410361111,8.483469225652268,8.215094794803528
7,312.56230028433265,477.5689803629032,588.9804537217742,9.819702016831775,9.46325637341317
8,286.9531902910112,445.02948846236563,529.4812820819892,9.665264190058242,9.370959078257792
9,189.96115269738033,457.87626133055556,534.3202005388889,8.991741868704333,8.589323078213512
10,462.94325634513564,541.0848601263441,709.8347681115592,8.24638182190923,7.881866514594816
11,701.872690986383,598.7832564306451,775.1612269620521,8.480814302972036,8.229518069655413
12,571.6312942990816,540.1754321491936,680.7012826895161,8.811621969992903,8.565788954506376
