month,hour,co2_eq_kg_per_MWh
1.0,0.0,339.1956931205517
1.0,1.0,382.7745461715127
1.0,2.0,323.6390756710373
1.0,3.0,468.95828358024215
1.0,4.0,278.27667748036697
1.0,5.0,324.90114223790573
1.0,6.0,421.275685083208
1.0,7.0,370.06844130756167
1.0,8.0,316.2717309029145
1.0,9.0,437.4234677148769
1.0,10.0,448.3084450098978
1.0,11.0,401.6499288095972
1.0,12.0,368.31474593614377
1.0,13.0,411.8570300970288
1.0,14.0,378.0492787057559
1.0,15.0,378.1776797445675
1.0,16.0,367.1212449692043
1.0,17.0,361.8415163038451
1.0,18.0,461.6745368977329
1.0,19.0,548.9792756118794
1.0,20.0,479.58706006387257
1.0,21.0,441.6221372071369
1.0,22.0,447.7988222004311
1.0,23.0,318.3623136323268
2.0,0.0,436.8403856550428
2.0,1.0,404.7115885665875
2.0,2.0,318.195741338952
2.0,3.0,361.6238385735989
2.0,4.0,316.0174625031664
2.0,5.0,435.5395958083034
2.0,6.0,415.0780273259964
2.0,7.0,453.60636111486
2.0,8.0,382.2318238302063
2.0,9.0,421.2568768343638
2.0,10.0,419.4454619866431
2.0,11.0,373.2264063773063
2.0,12.0,405.8761812728045
2.0,13.0,392.02977856127023
2.0,14.0,355.5409462435761
2.0,15.0,444.0733878758193
2.0,16.0,376.023493876352
2.0,17.0,354.6089979038289
2.0,18.0,400.2983604445124
2.0,19.0,468.54091386189975
2.0,20.0,467.2434089798308
2.0,21.0,409.15307408257263
2.0,22.0,502.8125051857861
2.0,23.0,319.29174746293694
3.0,0.0,307.1278087273045
3.0,1.0,289.6674827161795
3.0,2.0,301.17725094955847
3.0,3.0,406.2326625645856
3.0,4.0,352.59271453773283
3.0,5.0,367.4962864040519
3.0,6.0,430.2847098060397
3.0,7.0,407.09243992584646
3.0,8.0,395.9780082611255
3.0,9.0,379.970350571818
3.0,10.0,379.9182955548759
3.0,11.0,386.35893798436047
3.0,12.0,371.1736750763688
3.0,13.0,336.8303337014471
3.0,14.0,422.2560095720252
3.0,15.0,342.71209626882046
3.0,16.0,296.041970664746
3.0,17.0,382.80900128634624
3.0,18.0,332.2138008460192
3.0,19.0,437.1927204018508
3.0,20.0,433.67118912711936
3.0,21.0,361.48569625362967
3.0,22.0,433.9800916362011
3.0,23.0,285.36307261379034
4.0,0.0,346.1284781605513
4.0,1.0,274.623126310368
4.0,2.0,424.47065134762016
4.0,3.0,318.8821402051757
4.0,4.0,425.111536830885
4.0,5.0,337.1322062136229
4.0,6.0,355.9249257725455
4.0,7.0,368.8527551637842
4.0,8.0,405.8348091693613
4.0,9.0,373.0862393309519
4.0,10.0,366.3097870023898
4.0,11.0,366.479801106131
4.0,12.0,324.5880064851602
4.0,13.0,369.71745994178514
4.0,14.0,379.4290881646249
4.0,15.0,360.39252943613855
4.0,16.0,363.5225509414506
4.0,17.0,312.71805504139587
4.0,18.0,364.7070734534065
4.0,19.0,368.7444890941717
4.0,20.0,493.8200883223601
4.0,21.0,411.3777691936075
4.0,22.0,365.6243237370061
4.0,23.0,342.34603770213124
5.0,0.0,413.1599938331409
5.0,1.0,284.6512653952983
5.0,2.0,464.245018494997
5.0,3.0,376.5873368849073
5.0,4.0,334.2073390917264
5.0,5.0,393.4463152591867
5.0,6.0,355.9423878708171
5.0,7.0,347.834820138058
5.0,8.0,381.4429231019994
5.0,9.0,353.0669733021405
5.0,10.0,373.7696545772143
5.0,11.0,435.6273092651225
5.0,12.0,426.9783862225691
5.0,13.0,416.4425194084691
5.0,14.0,385.02880445916577
5.0,15.0,443.1609852006012
5.0,16.0,421.0769503236737
5.0,17.0,350.9316754993734
5.0,18.0,480.81515697502215
5.0,19.0,443.2172532820624
5.0,20.0,475.7174699425082
5.0,21.0,549.376102006524
5.0,22.0,444.1068902575038
5.0,23.0,391.5949431705744
6.0,0.0,517.5472033334069
6.0,1.0,368.8036264988757
6.0,2.0,444.531150852862
6.0,3.0,350.6001476990519
6.0,4.0,332.3950237614904
6.0,5.0,300.3495195620412
6.0,6.0,384.04845662629697
6.0,7.0,348.7761445540931
6.0,8.0,469.0610405782695
6.0,9.0,439.09830605389686
