month,hour,co2_eq_kg_per_MWh
1,0,624.4722185470504
1,1,609.1240773047542
1,2,637.2702867091439
1,3,631.9289366553971
1,4,582.1828086955912
1,5,584.7939713972419
1,6,621.2678838266644
1,7,667.5868017396659
1,8,658.5593740523444
1,9,683.7134841824455
1,10,703.5527475514347
1,11,621.5073878379047
1,12,684.0088550146568
1,13,677.7373768370521
1,14,653.6819670963691
1,15,637.7823066056524
1,16,589.6568820240883
1,17,647.6053266779386
1,18,668.8263796543782
1,19,733.4453361495908
1,20,636.6322263808208
1,21,636.8671987718556
1,22,606.2215818713981
1,23,631.8298023537949
2,0,559.1083839007048
2,1,558.9871715365833
2,2,589.6434575321293
2,3,578.6074260481538
2,4,554.9388738836634
2,5,531.5615610114057
2,6,644.5726121122259
2,7,665.999002980805
2,8,738.2117234251598
2,9,682.7485630712314
2,10,703.052490090124
2,11,595.249777462481
2,12,630.8682858976737
2,13,629.4102667426939
2,14,569.584653766535
2,15,606.0115877407601
2,16,587.4346993354523
2,17,748.1285416444041
2,18,694.5320987672587
2,19,758.88254734705
2,20,712.2335452519899
2,21,624.1388230071145
2,22,663.535646927298
2,23,604.143973726852
3,0,562.6884582384132
3,1,628.454611325549
3,2,697.507538959859
3,3,688.5559532026177
3,4,629.3308261662119
3,5,579.3822558228426
3,6,633.9380093661358
3,7,652.4275738673239
3,8,663.8081118989387
3,9,726.405291379476
3,10,701.7443712713061
3,11,681.4187715041734
3,12,618.2131382994213
3,13,627.4634491663061
3,14,641.0132105531255
3,15,612.6962513152338
3,16,692.0355061533716
3,17,616.2388101195662
3,18,616.9521720732678
3,19,737.5955392563618
3,20,738.7605569086115
3,21,711.0065999634118
3,22,640.1169553787139
3,23,480.082240237315
4,0,542.1887688313157
4,1,487.5033736912497
4,2,489.2811712985612
4,3,507.5520315750324
4,4,512.8016800570077
4,5,574.5082936956319
4,6,641.9146735022256
4,7,591.4494836522033
4,8,621.0325561812292
4,9,642.296198843478
4,10,669.2746149944682
4,11,652.0184824286664
4,12,589.9712228249817
4,13,564.7873079582608
4,14,580.2226902161616
4,15,633.1625347807403
4,16,571.6123473935207
4,17,692.8183336500263
4,18,643.105135608139
4,19,676.5034822695736
4,20,670.3804388943173
4,21,745.0959884756362
4,22,621.2677183889258
4,23,573.7185254105633
5,0,566.2903043933098
5,1,455.7147643760193
5,2,497.2666209531721
5,3,511.4126146192861
5,4,552.0717025927107
5,5,576.0328521088704
5,6,665.3995675323656
5,7,629.6971051275873
5,8,609.9533217411547
5,9,638.6306921139983
5,10,630.6000199230679
5,11,627.0268452523662
5,12,700.9517746762115
5,13,733.6553720457227
5,14,737.8002641491227
5,15,716.2551607092485
5,16,681.4833109104035
5,17,705.7122674028747
5,18,710.2512967825746
5,19,730.1057454574333
5,20,707.7195406688294
5,21,663.5756795306754
5,22,627.3081249334654
5,23,603.1325154660975
6,0,708.8118176036562
6,1,554.6737863472039
6,2,669.35043897853
6,3,599.987963385265
6,4,536.1589107263528
6,5,561.7503035679999
6,6,616.6444440253873
6,7,629.2980060301932
6,8,700.5417641402115
6,9,718.0896918430099
6,10,731.6541910391746
6,11,660.4385606730647
6,12,733.0118466411145
6,13,691.3605323739672
6,14,660.0959813537112
6,15,685.6885640760918
6,16,637.7385102199058
6,17,751.284012991135
6,18,736.9244284758558
6,19,739.3741900928974
6,20,765.9626488629694
6,21,676.2250200132422
6,22,610.0304126569918
6,23,622.5887745697784
7,0,707.3322814586459
7,1,679.0091170563768
7,2,701.3152303345831
7,3,670.9835428838172
7,4,639.6107180531616
7,5,637.8071822393805
7,6,703.6327374191393
7,7,689.755244927858
7,8,646.4823455657447
7,9,713.3165042554687
7,10,748.2700993276317
7,11,679.5629259149855
7,12,618.0631822801787
7,13,631.6131954498491
7,14,603.2178027942338
7,15,575.4677845156734
7,16,655.9128376357056
7,17,605.9796170943912
7,18,683.4622939491169
7,19,646.2006835782754
7,20,656.2579741014705
7,21,664.7079194248564
7,22,693.8621419776599
7,23,745.5228176430101
8,0,695.1003873527357
8,1,735.5609260978687
8,2,688.1872509558306
8,3,618.0687317944527
8,4,638.9891729107583
8,5,695.5392356609549
8,6,729.4721205798381
8,7,685.1336851627278
8,8,673.1761487272564
8,9,599.2585050869395
8,10,660.5678210086568
8,11,690.1398227950641
8,12,667.982306838139
8,13,732.2834588311022
8,14,594.7671742419187
8,15,682.3869329229283
8,16,634.4514491249084
8,17,712.786911440597
8,18,646.6175618068787
8,19,646.4662278707023
8,20,684.0451150504966
8,21,734.8621020015139
8,22,644.5907046349353
8,23,685.362743414332
9,0,677.5499714970781
9,1,428.2383290388027
9,2,634.2874348568849
9,3,529.1926211735313
9,4,655.5420789230428
9,5,724.800870297893
9,6,645.5831814299258
9,7,622.495944894829
9,8,457.47716553509986
9,9,540.5636763128707
9,10,723.0641821346954
9,11,689.7337207387011
9,12,699.5530269494793
9,13,729.1268702243152
9,14,640.7238916480262
9,15,684.016912981281
9,16,669.3339692150935
9,17,679.8570208526813
9,18,692.0146532588448
9,19,683.2969983266929
9,20,647.0568295498856
9,21,684.462633588991
9,22,564.7003783190327
9,23,677.7916511102479
10,0,620.953078922896
10,1,593.6831859397705
10,2,696.7591065773305
10,3,639.5103107215239
10,4,550.7642059272241
10,5,603.3093389513559
10,6,691.7921921986689
10,7,667.1253227835724
10,8,676.7317105176918
10,9,612.9518526931888
10,10,622.8147144683614
10,11,673.0466403365505
10,12,726.9097250701695
10,13,691.5463610668874
10,14,656.4958315849165
10,15,697.8658613670696
10,16,691.0749218660795
10,17,704.497769459801
10,18,704.1235525126441
10,19,708.953269796008
10,20,664.6629434849954
10,21,619.2097130805536
10,22,705.5678605554058
10,23,546.2150630560052
11,0,607.0488345149977
11,1,598.6526060839693
11,2,543.7232441487425
11,3,590.6952067125856
11,4,581.316373554531
11,5,566.6402628724628
11,6,543.4508636957796
11,7,631.1093666035882
11,8,630.8345485121016
11,9,657.0312149996104
